N. furzeri Protein Id	Human
XP_015800638.1	TTC39A
XP_015797405.1	BRD9
XP_015797781.1	BRD9
XP_015807479.1	PGLYRP1
XP_015803826.1	ELP3
XP_015823018.1	ESPN
XP_015815456.1	RPN2
XP_015817324.1	AIFM3
XP_015807104.1	AIFM3
XP_015828089.1	AIFM3
XP_015809172.1	APIP
XP_015815832.1	MFSD14B
XP_015829517.1	TCF19
XP_015821838.1	TBL1X
XP_015800110.1	SIX2
XP_015830954.1	FAM228B
XP_015796012.1	GADD45A
XP_015817792.1	GADD45A
XP_015810892.1	DAP
XP_015816414.1	GNB2
XP_015830117.1	CASP3
XP_015823180.1	CASP3
XP_015832855.1	CASP3
XP_015807690.1	
XP_015799610.1	TM9SF3
XP_015801431.1	RABEP2
XP_015825023.1	TDRD6
XP_015803741.1	TDRD6
XP_015806287.1	NAIF1
XP_015816113.1	NAIF1
XP_015829886.1	NAIF1
XP_015819505.1	PTHLH
XP_015818325.1	PTHLH
XP_015813976.1	PTHLH
XP_015815638.1	PRDM15
XP_015820113.1	GRM3
XP_015814396.1	GRM3
XP_015815300.1	GRM3
XP_015823290.1	STAT6
XP_015821841.1	FANCB
XP_015832450.1	CACNA1B
XP_015830802.1	CACNA1B
XP_015797454.1	CACNA1B
XP_015826808.1	CACNA1B
XP_015798964.1	CACNA1B
XP_015827735.1	DPYSL2
XP_015831327.1	DPYSL2
XP_015822103.1	ACVR1C
XP_015813811.1	ALDH4A1
XP_015810893.1	
XP_015831877.1	WDR11
XP_015799371.1	WDR11
XP_015814498.1	PRDM2
XP_015814497.1	PRDM2
XP_015823061.1	PRDM2
XP_015830556.1	HSPA8
XP_015806630.1	HSPA8
XP_015816161.1	HSPA8
XP_015829303.1	CETN3
XP_015796159.1	ACADVL
XP_015828079.1	ACADVL
XP_015827154.1	RALGPS2
XP_015800945.1	USP7
XP_015796417.1	MYH8
XP_015796977.1	NIPAL4
XP_015825265.1	MANEA
XP_015799071.1	NSUN7
XP_015797268.1	NSUN7
XP_015814615.1	
XP_015811119.1	LARP4B
XP_015823267.1	LARP4B
XP_015811498.1	LARP4B
XP_015831467.1	EIF4EBP2
XP_015826515.1	WDR63
XP_015800646.1	PPP1R9B
XP_015807141.1	ZFP36L2
XP_015797480.1	ADGRB1
XP_015830011.1	ADGRB1
XP_015830096.1	ADGRB1
XP_015829025.1	ADGRB1
XP_015830148.1	TLL2
XP_015820955.1	TLL2
XP_015813890.1	LRRC38
XP_015822972.1	OSBPL2
XP_015821075.1	OSBPL2
XP_015818492.1	CDHR1
XP_015800231.1	CDHR1
XP_015827247.1	AQP12B
XP_015799352.1	ADTRP
XP_015822180.1	MXRA5
XP_015810765.1	MXRA5
XP_015813295.1	MXRA5
XP_015815111.1	TSFM
XP_015831731.1	AMDHD2
XP_015820977.1	ELMOD2
XP_015806966.1	CETN2
XP_015830759.1	CETN2
XP_015804259.1	NGFR
XP_015818673.1	NGFR
XP_015830515.1	RHCG
XP_015820287.1	RHCG
XP_015823618.1	RHCG
XP_015808420.1	RHCG
XP_015827440.1	KAT6A
XP_015827869.1	TMEM2
XP_015806291.1	
XP_015805718.1	ATN1
XP_015829630.1	SFPQ
XP_015802911.1	
XP_015807726.1	BTLA
XP_015831217.1	CPQ
XP_015801381.1	CRAMP1
XP_015800658.1	ALDH16A1
XP_015819354.1	PDIA3
XP_015828923.1	PDIA3
XP_015829116.1	MRPL9
XP_015809264.1	DDX21
XP_015821416.1	ANKRD50
XP_015820485.1	ANKRD50
XP_015807041.1	ANKRD50
XP_015805957.1	KIAA1429
XP_015802465.1	FABP2
XP_015799257.1	FABP2
XP_015797062.1	TSR2
XP_015822674.1	TNFRSF9
XP_015800927.1	CCDC97
XP_015803976.1	NOTCH2
XP_015827004.1	NOTCH2
XP_015798137.1	EPB41L3
XP_015811727.1	EPB41L3
XP_015797073.1	EPB41L3
XP_015796547.1	EPB41L3
XP_015810710.1	BHLHE22
XP_015822163.1	TRPM2
XP_015812091.1	FYCO1
XP_015826940.1	FYCO1
XP_015826258.1	TMC5
XP_015809976.1	GTPBP2
XP_015800384.1	GTPBP2
XP_015819332.1	RPS13
XP_015810455.1	TXNDC5
XP_015824315.1	PHF20L1
XP_015803819.1	DISP1
XP_015820217.1	DENND5B
XP_015812641.1	SUGP1
XP_015832468.1	MMRN2
XP_015823692.1	NCKAP5L
XP_015818408.1	MTA3
XP_015817755.1	UHMK1
XP_015799721.1	ECHS1
XP_015827900.1	ARSK
XP_015810541.1	AOC1
XP_015832142.1	NFASC
XP_015822715.1	NFASC
XP_015824118.1	GSS
XP_015804932.1	ZNF516
XP_015829237.1	ZNF516
XP_015809754.1	UTP6
XP_015815598.1	PDRG1
XP_015797102.1	
XP_015800325.1	PRPF19
XP_015800180.1	DECR2
XP_015818895.1	DECR2
XP_015812673.1	RAPGEF4
XP_015821967.1	RAPGEF4
XP_015822100.1	UPP2
XP_015807487.1	KIRREL3
XP_015827228.1	IKZF3
XP_015796929.1	
XP_015809320.1	PROS1
XP_015807686.1	SCAMP2
XP_015809118.1	SCAMP2
XP_015807650.1	TAPT1
XP_015806648.1	TAPT1
XP_015811722.1	RALBP1
XP_015802958.1	MIA3
XP_015819765.1	SERGEF
XP_015802896.1	SOBP
XP_015831146.1	SOBP
XP_015828783.1	DYNC1LI1
XP_015800928.1	SHISA8
XP_015828436.1	
XP_015800173.1	SLC16A12
XP_015818006.1	SLC16A12
XP_015803482.1	C1orf95
XP_015819639.1	CCDC136
XP_015819641.1	CCDC136
XP_015819634.1	CCDC136
XP_015830134.1	CCDC136
XP_015802926.1	CHURC1
XP_015824601.1	PTH2
XP_015802843.1	GPR6
XP_015822017.1	LRP2
XP_015818658.1	LRP2
XP_015809468.1	CDKN2AIP
XP_015831028.1	CLSTN2
XP_015798014.1	CLSTN2
XP_015812729.1	CLSTN2
XP_015796348.1	
XP_015803763.1	PEX7
XP_015798944.1	SOWAHB
XP_015798521.1	CACFD1
XP_015816568.1	MYF5
XP_015805155.1	PYCARD
XP_015820825.1	ADAT1
XP_015821168.1	PIKFYVE
XP_015820309.1	PDHX
XP_015820680.1	CA5B
XP_015824081.1	CHST11
XP_015815462.1	CHST11
XP_015809034.1	CHST11
XP_015830865.1	MRPS24
XP_015802962.1	AIDA
XP_015825072.1	TMEM229B
XP_015825435.1	HTR1B
XP_015803791.1	HTR1B
XP_015803553.1	GPATCH2
XP_015804387.1	KCNJ16
XP_015817639.1	KCNJ16
XP_015829215.1	SPAG1
XP_015804815.1	SPAG1
XP_015799491.1	MACROD2
XP_015803685.1	TBX18
XP_015812712.1	BTBD2
XP_015832203.1	PCDHGA12
XP_015797742.1	PCDHGA12
XP_015796651.1	PCDHGA12
XP_015832204.1	PCDHGA12
XP_015832205.1	PCDHGA12
XP_015803787.1	NT5E
XP_015815872.1	KAZALD1
XP_015816466.1	TIGD1
XP_015817980.1	LIPA
XP_015809917.1	TEFM
XP_015797509.1	GAP43
XP_015813353.1	
XP_015829901.1	SLC25A34
XP_015820770.1	PYURF
XP_015800400.1	SGMS1
XP_015828558.1	RHBDD3
XP_015821359.1	TRIM21
XP_015821421.1	TRIM21
XP_015821406.1	TRIM21
XP_015810992.1	TRIM21
XP_015811514.1	TRIM21
XP_015821411.1	TRIM21
XP_015832123.1	TRIM21
XP_015821410.1	TRIM21
XP_015821765.1	TRIM21
XP_015826662.1	TRIM21
XP_015803904.1	TRIM21
XP_015809047.1	SHC4
XP_015820836.1	VPS4A
XP_015799784.1	STMN2
XP_015829279.1	STMN2
XP_015820605.1	CNOT1
XP_015822782.1	MVB12A
XP_015825469.1	ITGB1BP1
XP_015816623.1	CLDN7
XP_015801731.1	CLDN7
XP_015830477.1	CLDN7
XP_015807482.1	DACT1
XP_015797940.1	TJAP1
XP_015816689.1	TJAP1
XP_015797370.1	TJAP1
XP_015825813.1	CCDC28B
XP_015798578.1	LIN54
XP_015806804.1	GHSR
XP_015815537.1	GHSR
XP_015825127.1	GHSR
XP_015800657.1	GHSR
XP_015818043.1	GUCY2C
XP_015829937.1	GUCY2C
XP_015800832.1	GUCY2C
XP_015814868.1	UBAP2
XP_015828180.1	UBAP2
XP_015831364.1	NOD1
XP_015828572.1	ARL6IP4
XP_015819960.1	ETFA
XP_015812167.1	CCDC13
XP_015827128.1	RAB11B
XP_015812734.1	RAB11B
XP_015827132.1	RAB11B
XP_015799741.1	DRGX
XP_015807191.1	CTSC
XP_015813813.1	AMIGO3
XP_015818724.1	PPP1CC
XP_015827367.1	PPP1CC
XP_015825214.1	PDCD10
XP_015809279.1	TIMP3
XP_015812288.1	RIPK1
XP_015805702.1	TAPBPL
XP_015831918.1	TAPBPL
XP_015810398.1	NTNG1
XP_015811778.1	NTNG1
XP_015807548.1	TMEM97
XP_015813180.1	SERBP1
XP_015827147.1	SERBP1
XP_015812345.1	KDSR
XP_015800712.1	KRI1
XP_015822587.1	PIGR
XP_015812833.1	PIGR
XP_015797518.1	PIGR
XP_015797559.1	PIGR
XP_015832767.1	PIGR
XP_015817056.1	RTN4RL1
XP_015806679.1	RTN4RL1
XP_015820890.1	E2F4
XP_015804551.1	TPBG
XP_015796719.1	TPBG
XP_015832278.1	TPBG
XP_015804860.1	TPBG
XP_015799372.1	FGFR2
XP_015816732.1	FGFR2
XP_015829365.1	MATN1
XP_015824358.1	LAS1L
XP_015801059.1	ABCA3
XP_015824029.1	KLHL12
XP_015800207.1	MTX2
XP_015805815.1	RCVRN
XP_015829484.1	RCVRN
XP_015830191.1	RCVRN
XP_015827189.1	LRRC16B
XP_015821034.1	LRRC16B
XP_015812846.1	LRRC16B
XP_015822765.1	TSPYL1
XP_015824125.1	TBC1D25
XP_015815019.1	ADORA1
XP_015815573.1	ADORA1
XP_015823238.1	ADORA1
XP_015803176.1	ACOT2
XP_015824931.1	SLC2A1
XP_015802414.1	SLC2A1
XP_015824334.1	SLC2A1
XP_015829476.1	SLC2A1
XP_015805636.1	SLC2A1
XP_015814059.1	SLC2A1
XP_015815179.1	MCRS1
XP_015828439.1	SNRPB2
XP_015803121.1	
XP_015809542.1	
XP_015831457.1	STK17B
XP_015819406.1	ANKRD26
XP_015819142.1	XRCC6
XP_015829980.1	SLC45A4
XP_015829090.1	SLC45A4
XP_015816363.1	KIAA1586
XP_015808884.1	TGFBRAP1
XP_015811650.1	BEST4
XP_015805623.1	
XP_015828574.1	RILPL2
XP_015797091.1	SERP1
XP_015801087.1	PRKAR1B
XP_015820323.1	LRRC56
XP_015815552.1	TERF2IP
XP_015798443.1	KCMF1
XP_015828670.1	KCMF1
XP_015822453.1	SLC25A45
XP_015828939.1	
XP_015813403.1	SFT2D2
XP_015831061.1	SFT2D2
XP_015807110.1	SCARF1
XP_015814813.1	UCN3
XP_015817085.1	KL
XP_015807683.1	CCDC69
XP_015802164.1	SPEG
XP_015802166.1	SPEG
XP_015820972.1	SPEG
XP_015800269.1	SLC35D3
XP_015803764.1	SLC35D3
XP_015805616.1	APOE
XP_015829669.1	APOE
XP_015808575.1	TRIM66
XP_015819421.1	TRIM66
XP_015804410.1	FOXK2
XP_015826621.1	
XP_015800260.1	FAM149B1
XP_015803994.1	DNMT1
XP_015825187.1	OLA1
XP_015821962.1	OLA1
XP_015817661.1	KANSL1
XP_015811551.1	SLC6A11
XP_015811906.1	SLC6A11
XP_015815547.1	SLC6A11
XP_015814571.1	SLC6A11
XP_015810623.1	MAP3K3
XP_015804277.1	MAP3K3
XP_015814179.1	UNC5A
XP_015832281.1	UNC5A
XP_015821227.1	DGKG
XP_015826387.1	PTPRC
XP_015809325.1	COMMD5
XP_015815043.1	VAMP3
XP_015805300.1	VWDE
XP_015805301.1	VWDE
XP_015813527.1	VWDE
XP_015829290.1	TMEM64
XP_015825069.1	SLC25A21
XP_015824301.1	EDEM2
XP_015818034.1	KCNH6
XP_015827277.1	MYSM1
XP_015802927.1	NIPA2
XP_015831256.1	NIPA2
XP_015808320.1	AKTIP
XP_015802737.1	ALOX12B
XP_015825801.1	PLCB2
XP_015804372.1	TEX11
XP_015796431.1	
XP_015804743.1	DOPEY1
XP_015821461.1	ASMTL
XP_015817897.1	PNPO
XP_015821808.1	COL11A1
XP_015810392.1	COL11A1
XP_015811770.1	COL11A1
XP_015803978.1	COL11A1
XP_015798988.1	GRIN1
XP_015815873.1	GRIN1
XP_015804958.1	PSMA2
XP_015803632.1	LAMP5
XP_015818513.1	ANAPC16
XP_015808107.1	CNPPD1
XP_015807672.1	SLC25A44
XP_015809157.1	SLC25A44
XP_015823123.1	PGD
XP_015808220.1	PABPN1
XP_015810429.1	PABPN1
XP_015815831.1	MAK16
XP_015797393.1	PRR14L
XP_015798768.1	PRR14L
XP_015814382.1	STAU1
XP_015809356.1	DHX58
XP_015830996.1	TAB2
XP_015802949.1	ENPP1
XP_015818969.1	LRRC3B
XP_015811241.1	LRRC3B
XP_015797038.1	DGCR14
XP_015798382.1	ALPK2
XP_015826985.1	SH3GL1
XP_015812692.1	SH3GL1
XP_015808238.1	ABCB10
XP_015806006.1	
XP_015814921.1	NSG1
XP_015816778.1	NSG1
XP_015823284.1	NSG1
XP_015828415.1	SH2B3
XP_015826083.1	LPAR3
XP_015805166.1	RNF225
XP_015815808.1	RNF225
XP_015814726.1	PPP4R1
XP_015823803.1	MTG2
XP_015801752.1	DNAH2
XP_015798601.1	CRHBP
XP_015828447.1	CRHBP
XP_015822133.1	EHHADH
XP_015804702.1	MROH1
XP_015824108.1	IL17RD
XP_015814181.1	IL17RD
XP_015799426.1	MAP10
XP_015823032.1	TPRG1L
XP_015832246.1	TPRG1L
XP_015827298.1	ITPA
XP_015829317.1	
XP_015826004.1	ADGRD2
XP_015827299.1	ADGRD2
XP_015821908.1	FARP1
XP_015807769.1	FARP1
XP_015809759.1	C19orf38
XP_015805215.1	
XP_015822611.1	KLHL21
XP_015824466.1	IGF2BP1
XP_015800761.1	SREBF2
XP_015805985.1	CROT
XP_015824297.1	MRC2
XP_015802070.1	MRC2
XP_015809777.1	MRC2
XP_015804366.1	MRC2
XP_015815589.1	MRC2
XP_015809827.1	MRC2
XP_015801809.1	MRC2
XP_015805087.1	MRC2
XP_015824200.1	MRC2
XP_015804783.1	DPYS
XP_015819245.1	SAP30BP
XP_015799401.1	KDM3B
XP_015804961.1	CCDC127
XP_015830701.1	ATMIN
XP_015821378.1	NMS
XP_015830417.1	SPCS2
XP_015824015.1	MAPK13
XP_015824942.1	ZFYVE26
XP_015810416.1	FAM168B
XP_015824808.1	PSEN1
XP_015817156.1	TYR
XP_015807195.1	TYR
XP_015818159.1	TMEM106A
XP_015824552.1	CACNG4
XP_015801220.1	CACNG4
XP_015804988.1	POPDC3
XP_015811327.1	ASB4
XP_015832277.1	ARID1B
XP_015825842.1	ARID1B
XP_015803382.1	ARID1B
XP_015828630.1	SERPIND1
XP_015819599.1	RPP25
XP_015808292.1	ACSF3
XP_015812563.1	BHLHE40
XP_015815398.1	BHLHE40
XP_015808180.1	ERCC5
XP_015817295.1	PIGW
XP_015831807.1	COPZ2
XP_015811567.1	MPZ
XP_015810555.1	TTN
XP_015810557.1	TTN
XP_015820290.1	TTN
XP_015810572.1	TTN
XP_015805727.1	LPCAT3
XP_015832834.1	FAT4
XP_015807347.1	FAT4
XP_015807054.1	FAT4
XP_015806508.1	FAT4
XP_015806507.1	FAT4
XP_015807346.1	FAT4
XP_015802463.1	H3F3A
XP_015818872.1	H3F3A
XP_015796643.1	H3F3A
XP_015819260.1	H3F3A
XP_015796641.1	H3F3A
XP_015816126.1	H3F3A
XP_015798650.1	TRAPPC13
XP_015806527.1	FCGR1A
XP_015801521.1	FCGR1A
XP_015829368.1	PUM1
XP_015802910.1	PUM1
XP_015806422.1	ALDOC
XP_015817220.1	ALDOC
XP_015809165.1	MUC15
XP_015806457.1	CAMKK2
XP_015832652.1	CAMKK2
XP_015802948.1	SYTL3
XP_015813718.1	DOCK11
XP_015811692.1	PAK1IP1
XP_015807095.1	PAFAH1B1
XP_015817037.1	PAFAH1B1
XP_015806817.1	SLC25A15
XP_015816400.1	SLC25A15
XP_015816287.1	B4GALT4
XP_015817421.1	CLDN14
XP_015830816.1	CLDN14
XP_015805588.1	CYP4B1
XP_015807339.1	OR51E2
XP_015807338.1	OR51E2
XP_015827957.1	AARS2
XP_015807560.1	ZP3
XP_015805003.1	ZP3
XP_015802109.1	ZP3
XP_015825962.1	ZP3
XP_015801249.1	ZP3
XP_015807644.1	ZP3
XP_015812855.1	ZP3
XP_015812463.1	ZP3
XP_015825880.1	ZP3
XP_015813228.1	ZP3
XP_015807645.1	ZP3
XP_015808102.1	ZP3
XP_015801253.1	ZP3
XP_015801741.1	ZP3
XP_015807561.1	ZP3
XP_015820177.1	ZP3
XP_015826076.1	ZP3
XP_015805158.1	ZP3
XP_015831094.1	ZP3
XP_015812725.1	NMNAT3
XP_015831169.1	INSM2
XP_015806084.1	RPL18
XP_015805092.1	ZNF850
XP_015819236.1	ZNF850
XP_015797148.1	
XP_015804730.1	COQ3
XP_015821369.1	TNIK
XP_015811072.1	TNIK
XP_015825088.1	TNIK
XP_015808134.1	TNIK
XP_015832783.1	GFOD1
XP_015826213.1	SEC23B
XP_015810718.1	RRS1
XP_015829228.1	MCTP1
XP_015828759.1	MCTP1
XP_015827901.1	MCTP1
XP_015797787.1	MCTP1
XP_015832154.1	
XP_015818320.1	TIMM23
XP_015802775.1	ABHD3
XP_015812150.1	ABHD3
XP_015820127.1	CACNA2D1
XP_015815169.1	CACNA2D1
XP_015824717.1	TLX1
XP_015810810.1	POLA1
XP_015828889.1	MLLT11
XP_015819962.1	ERN1
XP_015801147.1	ERN1
XP_015826867.1	MRPL54
XP_015815610.1	SPTBN4
XP_015832820.1	SPTBN4
XP_015800411.1	SPTBN4
XP_015801866.1	RASL11A
XP_015820007.1	RASL11A
XP_015803457.1	DCAF4
XP_015814820.1	WDR1
XP_015807630.1	KCNE4
XP_015814923.1	EVC2
XP_015822759.1	GPR173
XP_015808816.1	GPR21
XP_015796221.1	GPR21
XP_015823556.1	SPATA2
XP_015820849.1	SPATA2
XP_015800265.1	ECD
XP_015816771.1	RBM27
XP_015827691.1	RICTOR
XP_015801454.1	CYGB
XP_015825785.1	CYGB
XP_015832059.1	NPNT
XP_015799192.1	NPNT
XP_015822186.1	10-Sep
XP_015817183.1	STOM
XP_015806822.1	STOM
XP_015831273.1	STOM
XP_015814911.1	R3HCC1
XP_015809787.1	
XP_015812597.1	DENND2A
XP_015819447.1	DENND2A
XP_015830651.1	MSTO1
XP_015825568.1	BTBD7
XP_015813529.1	BZW1
XP_015822262.1	BZW1
XP_015819089.1	FAM104A
XP_015803283.1	ATF3
XP_015807740.1	RAB9A
XP_015821856.1	RAB9A
XP_015818704.1	PKMYT1
XP_015821308.1	ITGAV
XP_015831373.1	RPL3
XP_015803831.1	MBNL3
XP_015824640.1	NOL10
XP_015829266.1	PAG1
XP_015816546.1	GLRA2
XP_015802989.1	GLRA2
XP_015821843.1	GLRA2
XP_015802439.1	GANAB
XP_015799985.1	PLA2G12B
XP_015832395.1	PLA2G12B
XP_015796975.1	SMC1B
XP_015819277.1	SMC1B
XP_015831329.1	MAP2
XP_015802190.1	MAP2
XP_015800222.1	WNT8B
XP_015819066.1	RAC2
XP_015819070.1	RAC2
XP_015819069.1	RAC2
XP_015819067.1	RAC2
XP_015819068.1	RAC2
XP_015824205.1	RAC2
XP_015824836.1	1-Mar
XP_015797355.1	
XP_015829004.1	TMEM42
XP_015799787.1	TMEM42
XP_015810722.1	SGK3
XP_015825908.1	KIZ
XP_015797574.1	
XP_015812005.1	PHB2
XP_015827265.1	PRKAA2
XP_015818886.1	H1F0
XP_015825572.1	PRIMA1
XP_015804153.1	FZD2
XP_015821677.1	ILDR2
XP_015808960.1	ILDR2
XP_015796026.1	EXD3
XP_015803171.1	KATNBL1
XP_015832593.1	TARBP1
XP_015830595.1	TARBP1
XP_015807286.1	
XP_015822593.1	FAM43B
XP_015830693.1	LINGO2
XP_015825979.1	LINGO2
XP_015796199.1	IFT46
XP_015796615.1	IFT46
XP_015808604.1	NUCB2
XP_015819334.1	NUCB2
XP_015808572.1	GOLT1B
XP_015819498.1	GOLT1B
XP_015805108.1	DCST1
XP_015815470.1	
XP_015802043.1	GPHB5
XP_015824390.1	GPHB5
XP_015822105.1	GALNT5
XP_015829307.1	GATAD1
XP_015825427.1	CGA
XP_015808072.1	FUNDC1
XP_015796970.1	FUNDC1
XP_015807551.1	ULK2
XP_015796872.1	ULK2
XP_015819563.1	HIST1H2BL
XP_015830052.1	HIST1H2BL
XP_015812197.1	HIST1H2BL
XP_015816131.1	
XP_015818563.1	GHDC
XP_015813127.1	RGS11
XP_015818611.1	DCLRE1A
XP_015806735.1	SRSF7
XP_015819041.1	TMEM130
XP_015808221.1	TRAPPC2L
XP_015827153.1	RP5-1028K7.3
XP_015826801.1	HAUS5
XP_015811786.1	RP11-574F21.3
XP_015821178.1	DDX3Y
XP_015807795.1	DDX3Y
XP_015815673.1	TMEM218
XP_015803968.1	XAB2
XP_015796991.1	
XP_015796777.1	PPP6R2
XP_015820094.1	PPP6R2
XP_015811337.1	PPP6R2
XP_015829588.1	FFAR3
XP_015829554.1	FFAR3
XP_015802975.1	RPL36A
XP_015821437.1	CWC22
XP_015814247.1	TAF4
XP_015823802.1	TAF4
XP_015820545.1	TAF4
XP_015809560.1	TAF4
XP_015805547.1	FHL3
XP_015797019.1	
XP_015812222.1	SNTG1
XP_015801527.1	DACH2
XP_015828154.1	FICD
XP_015802047.1	
XP_015830345.1	FBXO28
XP_015801030.1	FBXO28
XP_015815377.1	MFAP2
XP_015805629.1	MFAP2
XP_015826532.1	ZNF324
XP_015829936.1	CSPG4
XP_015828667.1	CSPG4
XP_015831979.1	CSPG4
XP_015805662.1	CASP2
XP_015806932.1	CLPTM1
XP_015796973.1	PRPF38A
XP_015824564.1	ATRN
XP_015813960.1	ATRIP
XP_015814755.1	GATA2
XP_015815268.1	GATA2
XP_015815498.1	GATA2
XP_015827892.1	MBLAC2
XP_015811114.1	OFCC1
XP_015805771.1	RABAC1
XP_015805318.1	SLC30A9
XP_015823846.1	SPRYD4
XP_015827243.1	CEP19
XP_015807138.1	VPS53
XP_015807217.1	PHOX2A
XP_015826994.1	LRPAP1
XP_015831758.1	KIF3B
XP_015808684.1	PLEKHG4
XP_015825700.1	FCF1
XP_015815217.1	SLC11A2
XP_015826558.1	ANKMY1
XP_015809626.1	
XP_015809970.1	POLD4
XP_015804712.1	MC2R
XP_015831396.1	LIMD1
XP_015828999.1	LIMD1
XP_015806298.1	PDGFC
XP_015802259.1	
XP_015822048.1	SLC38A11
XP_015806153.1	LENEP
XP_015802791.1	PTPN14
XP_015831864.1	GCLC
XP_015813831.1	PIK3C2B
XP_015823453.1	PHLDA3
XP_015821331.1	COX17
XP_015801725.1	CMAS
XP_015801726.1	CMAS
XP_015825969.1	IFI27L2
XP_015831660.1	ALYREF
XP_015801439.1	ALYREF
XP_015805584.1	RPA2
XP_015813381.1	GLI2
XP_015810485.1	GLI2
XP_015827552.1	
XP_015826323.1	PANX1
XP_015798162.1	PANX1
XP_015829453.1	C11orf70
XP_015816769.1	PLAC8L1
XP_015827131.1	STAP2
XP_015812703.1	STAP2
XP_015822014.1	KLHL41
XP_015807915.1	KLHL41
XP_015812937.1	NDUFB3
XP_015821996.1	SP5
XP_015823361.1	SP5
XP_015827961.1	P2RX4
XP_015804644.1	RBMS3
XP_015829012.1	RBMS3
XP_015807465.1	SGCG
XP_015828106.1	FOXN4
XP_015827838.1	BIN3
XP_015823338.1	PHF8
XP_015815799.1	RNF214
XP_015811956.1	CDYL
XP_015797336.1	
XP_015806530.1	NMD3
XP_015798580.1	PLAC8
XP_015801730.1	PLAC8
XP_015826016.1	PLAC8
XP_015822855.1	PLAGL2
XP_015817107.1	PLAGL2
XP_015823923.1	ORMDL2
XP_015818402.1	TBK1
XP_015818153.1	SOST
XP_015796118.1	
XP_015823582.1	YTHDF1
XP_015824020.1	YTHDF1
XP_015806568.1	GPR149
XP_015825957.1	RBBP4
XP_015807546.1	
XP_015813245.1	CFHR1
XP_015797580.1	CFHR1
XP_015826358.1	ABCC1
XP_015824729.1	ABCC1
XP_015796904.1	ABCC1
XP_015831152.1	DIEXF
XP_015799057.1	LCORL
XP_015818740.1	PAGR1
XP_015824450.1	ENGASE
XP_015824653.1	MAP3K9
XP_015801490.1	MAP3K9
XP_015814694.1	TBC1D20
XP_015829094.1	TBC1D20
XP_015812567.1	MAP6D1
XP_015807571.1	TIMM8B
XP_015807616.1	
XP_015798901.1	NR3C1
XP_015816763.1	NR3C1
XP_015813992.1	RBL1
XP_015819806.1	FADS2
XP_015819807.1	FADS2
XP_015819808.1	FADS2
XP_015819805.1	FADS2
XP_015828757.1	IL12B
XP_015798233.1	IL12B
XP_015816851.1	IL12B
XP_015831579.1	
XP_015823873.1	JPH2
XP_015796412.1	
XP_015799376.1	ATE1
XP_015799028.1	C1QTNF6
XP_015814807.1	LYAR
XP_015809173.1	SLC1A2
XP_015820311.1	SLC1A2
XP_015804127.1	SLC1A2
XP_015828648.1	MYL7
XP_015828815.1	TATDN1
XP_015820630.1	FAM192A
XP_015803847.1	ANKEF1
XP_015806647.1	CADM1
XP_015817520.1	CADM1
XP_015815914.1	HIRA
XP_015824506.1	JAG2
XP_015803129.1	JAG2
XP_015828735.1	SH3PXD2A
XP_015800369.1	SH3PXD2A
XP_015813774.1	CENPP
XP_015805525.1	RP11-96L14.8
XP_015815762.1	SLC4A4
XP_015829893.1	SLC4A4
XP_015804228.1	KMT5C
XP_015824415.1	
XP_015815110.1	PCLO
XP_015820123.1	PCLO
XP_015805474.1	LSR
XP_015800636.1	TSPAN1
XP_015809768.1	TSPAN1
XP_015797189.1	WFDC5
XP_015819800.1	SYT7
XP_015808622.1	SYT7
XP_015815475.1	TRAIP
XP_015806181.1	TDO2
XP_015818287.1	TEKT3
XP_015798282.1	
XP_015823536.1	SAMHD1
XP_015823533.1	SAMHD1
XP_015807028.1	SPATA5
XP_015798564.1	SPATA5
XP_015798551.1	SPATA5
XP_015832089.1	RPS6KB2
XP_015799235.1	CLDND1
XP_015802377.1	CLDND1
XP_015821815.1	CASQ2
XP_015808004.1	CASQ2
XP_015831712.1	CFI
XP_015800898.1	IL2RB
XP_015817601.1	CCSER2
XP_015800256.1	CCSER2
XP_015811012.1	AVL9
XP_015806326.1	IL1RAP
XP_015806324.1	IL1RAP
XP_015816438.1	IL1RAP
XP_015809885.1	CDKN2D
XP_015819188.1	RAB26
XP_015800593.1	RAB26
XP_015798591.1	HMGCR
XP_015831182.1	HMGCR
XP_015809918.1	RHOT1
XP_015801263.1	RHOT1
XP_015813003.1	MKX
XP_015810358.1	MKX
XP_015798965.1	GDF9
XP_015823311.1	FAM3A
XP_015803354.1	KBTBD11
XP_015825841.1	KBTBD11
XP_015832275.1	MRPL34
XP_015825215.1	ISYNA1
XP_015816779.1	CPEB4
XP_015830431.1	CPEB4
XP_015801387.1	TMEM11
XP_015813386.1	SETDB2
XP_015799994.1	
XP_015816377.1	STK36
XP_015826678.1	SIRT5
XP_015812294.1	SIRT5
XP_015817339.1	NOP16
XP_015825403.1	ATPIF1
XP_015829033.1	ATPIF1
XP_015796764.1	ZNF569
XP_015796248.1	ZNF569
XP_015821344.1	ZNF569
XP_015796849.1	ZNF569
XP_015798047.1	ZNF569
XP_015801646.1	ZNF569
XP_015807801.1	ZNF569
XP_015817373.1	ZNF569
XP_015796811.1	ZNF569
XP_015807886.1	ZNF569
XP_015818540.1	ZNF569
XP_015796054.1	ZNF569
XP_015802681.1	ATG2A
XP_015821218.1	PKNOX1
XP_015819921.1	DAPK2
XP_015808750.1	DAPK2
XP_015828407.1	NMRK2
