From	To
Q9H444	ENSP00000217402
Q9H446	ENSP00000420357
Q9H446	ENSP00000428778
Q9H461	ENSP00000363826
Q9H467	ENSP00000358953
Q9H469	ENSP00000224862
Q9H477	ENSP00000306817
Q9H479	ENSP00000300784
Q9H488	ENSP00000364882
Q9H488	ENSP00000364902
Q9H490	ENSP00000217446
Q9H490	ENSP00000363953
Q9H492	ENSP00000353886
Q9H492	ENSP00000363970
Q9H492	ENSP00000380821
Q9H497	ENSP00000335351
Q9H497	ENSP00000356599
Q9H4A3	ENSP00000313059
Q9H4A3	ENSP00000341292
Q9H4A3	ENSP00000433548
Q9H4A3	ENSP00000444465
Q9H4A4	ENSP00000295640
Q9H4A5	ENSP00000271732
Q9H4A6	ENSP00000265070
Q9H4A9	ENSP00000377430
Q9H4A9	ENSP00000458977
Q9H4A9	ENSP00000459375
Q9H4B0	ENSP00000264151
Q9H4B0	ENSP00000428859
Q9H4B0	ENSP00000429697
Q9H4B4	ENSP00000361275
Q9H4B6	ENSP00000324729
Q9H4B7	ENSP00000217133
Q9H4B8	ENSP00000268793
Q9H4D0	ENSP00000402460
Q9H4D5	ENSP00000378504
Q9H4E5	ENSP00000316729
Q9H4E7	ENSP00000319831
Q9H4F1	ENSP00000336733
Q9H4F8	ENSP00000355110
Q9H4F8	ENSP00000370680
Q9H4G0	ENSP00000202028
Q9H4G0	ENSP00000337168
Q9H4G0	ENSP00000363061
Q9H4G0	ENSP00000399214
Q9H4G0	ENSP00000487049
Q9H4G1	ENSP00000366178
Q9H4G4	ENSP00000367196
Q9H4H8	ENSP00000481465
Q9H4I0	ENSP00000385925
Q9H4I0	ENSP00000386414
Q9H4I2	ENSP00000312222
Q9H4I2	ENSP00000415498
Q9H4I2	ENSP00000443783
Q9H4I2	ENSP00000452965
Q9H4I2	ENSP00000454006
Q9H4I8	ENSP00000331376
Q9H4I8	ENSP00000336578
Q9H4I8	ENSP00000385691
Q9H4I9	ENSP00000327467
Q9H4I9	ENSP00000459368
Q9H4I9	ENSP00000475471
Q9H4I9	ENSP00000485029
Q9H4K1	ENSP00000342529
Q9H4K7	ENSP00000359859
Q9H4L4	ENSP00000314029
Q9H4L4	ENSP00000403712
Q9H4L5	ENSP00000315410
Q9H4L5	ENSP00000379706
Q9H4L5	ENSP00000379708
Q9H4L5	ENSP00000386953
Q9H4L5	ENSP00000386801
Q9H4L5	ENSP00000386990
Q9H4L5	ENSP00000386325
Q9H4L5	ENSP00000386429
Q9H4L7	ENSP00000346217
Q9H4L7	ENSP00000351947
Q9H4L7	ENSP00000415576
Q9H4L7	ENSP00000423286
Q9H4M3	ENSP00000251546
Q9H4M3	ENSP00000251547
Q9H4M3	ENSP00000365951
Q9H4M3	ENSP00000365953
Q9H4M3	ENSP00000365961
Q9H4M7	ENSP00000263265
Q9H4M7	ENSP00000347683
Q9H4M9	ENSP00000320516
Q9H4M9	ENSP00000352354
Q9H4P4	ENSP00000342755
Q9H4P4	ENSP00000377581
Q9H4P4	ENSP00000447303
Q9H4P4	ENSP00000484671
Q9H4Q3	ENSP00000358217
Q9H4Q4	ENSP00000253008
Q9H4S2	ENSP00000304331
Q9H4T2	ENSP00000366527
Q9H4W6	ENSP00000347463
Q9H4W6	ENSP00000357637
Q9H4X1	ENSP00000368664
Q9H4Y5	ENSP00000345023
Q9H4Y5	ENSP00000358721
Q9H4Y5	ENSP00000390986
Q9H4Z2	ENSP00000325326
Q9H4Z3	ENSP00000361486
Q9H501	ENSP00000202816
Q9H503	ENSP00000246090
Q9H503	ENSP00000367036
Q9H503	ENSP00000439128
Q9H553	ENSP00000326609
Q9H553	ENSP00000417764
Q9H568	ENSP00000364555
Q9H568	ENSP00000481590
Q9H582	ENSP00000337008
Q9H582	ENSP00000340828
Q9H582	ENSP00000354659
Q9H582	ENSP00000359469
Q9H583	ENSP00000355541
Q9H596	ENSP00000343244
Q9H598	ENSP00000217420
Q9H5F2	ENSP00000260276
Q9H5H4	ENSP00000369777
Q9H5I1	ENSP00000319208
Q9H5I1	ENSP00000346997
Q9H5I1	ENSP00000367576
Q9H5I5	ENSP00000303316
Q9H5I5	ENSP00000421377
Q9H5I5	ENSP00000463094
Q9H5J0	ENSP00000378286
Q9H5J4	ENSP00000304736
Q9H5J4	ENSP00000378105
Q9H5J8	ENSP00000314971
Q9H5J8	ENSP00000410409
Q9H5J8	ENSP00000435087
Q9H5K3	ENSP00000331258
Q9H5K3	ENSP00000478821
Q9H5L6	ENSP00000305533
Q9H5N1	ENSP00000350186
Q9H5N1	ENSP00000350934
Q9H5P4	ENSP00000359234
Q9H5P4	ENSP00000412533
Q9H5P4	ENSP00000480489
Q9H5Q4	ENSP00000355471
Q9H5U6	ENSP00000303468
Q9H5U6	ENSP00000422115
Q9H5V7	ENSP00000357881
Q9H5V7	ENSP00000478056
Q9H5V8	ENSP00000296129
Q9H5V8	ENSP00000399342
Q9H5V9	ENSP00000320345
Q9H5V9	ENSP00000441786
Q9H5V9	ENSP00000494123
Q9H5X1	ENSP00000300030
Q9H5X1	ENSP00000369644
Q9H5X1	ENSP00000454079
Q9H5Y7	ENSP00000383143
Q9H5Z1	ENSP00000252011
Q9H5Z1	ENSP00000362420
Q9H5Z6	ENSP00000243806
Q9H5Z6	ENSP00000374524
Q9H5Z6	ENSP00000386895
Q9H609	ENSP00000337852
Q9H609	ENSP00000375827
Q9H609	ENSP00000436182
Q9H609	ENSP00000435934
Q9H609	ENSP00000435463
Q9H609	ENSP00000435899
Q9H611	ENSP00000268043
Q9H611	ENSP00000328174
Q9H611	ENSP00000452792
Q9H628	ENSP00000229002
Q9H633	ENSP00000365829
Q9H633	ENSP00000412619
Q9H633	ENSP00000398396
Q9H633	ENSP00000403747
Q9H633	ENSP00000404312
Q9H633	ENSP00000399295
Q9H633	ENSP00000405834
Q9H633	ENSP00000394320
Q9H633	ENSP00000415046
Q9H633	ENSP00000409799
Q9H633	ENSP00000414284
Q9H633	ENSP00000411003
Q9H633	ENSP00000397778
Q9H633	ENSP00000408610
Q9H633	ENSP00000403833
Q9H633	ENSP00000409193
Q9H649	ENSP00000318986
Q9H665	ENSP00000246532
Q9H665	ENSP00000466181
Q9H665	ENSP00000467750
Q9H668	ENSP00000224950
Q9H668	ENSP00000358779
Q9H672	ENSP00000328327
Q9H672	ENSP00000339819
Q9H694	ENSP00000362993
Q9H6A0	ENSP00000350266
Q9H6A0	ENSP00000358767
Q9H6A9	ENSP00000347931
Q9H6B1	ENSP00000281523
Q9H6B4	ENSP00000405577
Q9H6B9	ENSP00000221730
Q9H6B9	ENSP00000410323
Q9H6B9	ENSP00000469345
Q9H6D3	ENSP00000362991
Q9H6D7	ENSP00000206474
Q9H6D7	ENSP00000342776
Q9H6D7	ENSP00000343473
Q9H6D7	ENSP00000452260
Q9H6D7	ENSP00000441026
Q9H6D7	ENSP00000452239
Q9H6D7	ENSP00000451018
Q9H6D8	ENSP00000264703
Q9H6E4	ENSP00000255784
Q9H6E5	ENSP00000419607
Q9H6F2	ENSP00000187762
Q9H6F5	ENSP00000227520
Q9H6F5	ENSP00000440906
Q9H6H4	ENSP00000303482
Q9H6H4	ENSP00000333889
Q9H6I2	ENSP00000297316
Q9H6J7	ENSP00000278460
Q9H6J7	ENSP00000367878
Q9H6J7	ENSP00000367881
Q9H6J7	ENSP00000378844
Q9H6K1	ENSP00000363135
Q9H6K1	ENSP00000363138
Q9H6K4	ENSP00000263275
Q9H6K4	ENSP00000319817
Q9H6L2	ENSP00000258173
Q9H6L2	ENSP00000476267
Q9H6L4	ENSP00000245543
Q9H6L4	ENSP00000462962
Q9H6L5	ENSP00000304642
Q9H6L5	ENSP00000382691
Q9H6P5	ENSP00000338624
Q9H6Q3	ENSP00000262866
Q9H6Q3	ENSP00000353890
Q9H6Q4	ENSP00000251588
Q9H6Q4	ENSP00000444008
Q9H6Q4	ENSP00000457058
Q9H6R0	ENSP00000225296
Q9H6R3	ENSP00000449535
Q9H6R4	ENSP00000297990
Q9H6R4	ENSP00000313978
Q9H6R6	ENSP00000358412
Q9H6R6	ENSP00000358413
Q9H6R7	ENSP00000295148
Q9H6R7	ENSP00000385816
Q9H6S0	ENSP00000161863
Q9H6S1	ENSP00000335609
Q9H6S1	ENSP00000391696
Q9H6S1	ENSP00000389577
Q9H6S1	ENSP00000419371
Q9H6S3	ENSP00000320828
Q9H6S3	ENSP00000436230
Q9H6S3	ENSP00000436035
Q9H6S3	ENSP00000435585
Q9H6S3	ENSP00000480201
Q9H6T0	ENSP00000418748
Q9H6T0	ENSP00000454554
Q9H6T3	ENSP00000005386
Q9H6T3	ENSP00000370024
Q9H6T3	ENSP00000401823
Q9H6U6	ENSP00000375067
Q9H6U6	ENSP00000385323
Q9H6U6	ENSP00000386173
Q9H6U6	ENSP00000468592
Q9H6U6	ENSP00000464825
Q9H6U6	ENSP00000466078
Q9H6U8	ENSP00000381090
Q9H6U8	ENSP00000435517
Q9H6U8	ENSP00000484200
Q9H6U8	ENSP00000482437
Q9H6V9	ENSP00000237822
Q9H6V9	ENSP00000440570
Q9H6V9	ENSP00000483067
Q9H6V9	ENSP00000487592
Q9H6W3	ENSP00000477507
Q9H6X2	ENSP00000301945
Q9H6X2	ENSP00000386494
Q9H6X2	ENSP00000387058
Q9H6X4	ENSP00000312615
Q9H6X4	ENSP00000377455
Q9H6X4	ENSP00000438439
Q9H6X5	ENSP00000221671
Q9H6X5	ENSP00000472255
Q9H6Y2	ENSP00000351100
Q9H6Y7	ENSP00000262482
Q9H6Y7	ENSP00000459324
Q9H6Y7	ENSP00000458794
Q9H6Y7	ENSP00000460190
Q9H6Z4	ENSP00000034275
Q9H6Z4	ENSP00000341483
Q9H6Z4	ENSP00000404837
Q9H6Z9	ENSP00000250457
Q9H706	ENSP00000269209
Q9H706	ENSP00000382165
Q9H707	ENSP00000375582
Q9H720	ENSP00000226432
Q9H741	ENSP00000261318
Q9H756	ENSP00000369395
Q9H765	ENSP00000320893
Q9H765	ENSP00000445622
Q9H772	ENSP00000318650
Q9H773	ENSP00000322524
Q9H777	ENSP00000269466
Q9H788	ENSP00000265807
Q9H788	ENSP00000429482
Q9H788	ENSP00000428684
Q9H790	ENSP00000296380
Q9H790	ENSP00000351328
Q9H790	ENSP00000361788
Q9H792	ENSP00000309230
Q9H792	ENSP00000452796
Q9H799	ENSP00000389014
Q9H799	ENSP00000421690
Q9H7B2	ENSP00000402338
Q9H7B4	ENSP00000419184
Q9H7B4	ENSP00000487434
Q9H7C4	ENSP00000362583
Q9H7C4	ENSP00000386439
Q9H7C9	ENSP00000377078
Q9H7C9	ENSP00000431808
Q9H7C9	ENSP00000433293
Q9H7D0	ENSP00000276440
Q9H7D0	ENSP00000429737
Q9H7D7	ENSP00000408108
Q9H7E2	ENSP00000196169
Q9H7E2	ENSP00000367113
Q9H7E2	ENSP00000367126
Q9H7E2	ENSP00000440190
Q9H7E2	ENSP00000477993
Q9H7E2	ENSP00000498191
Q9H7E9	ENSP00000330361
Q9H7F0	ENSP00000256031
Q9H7F0	ENSP00000416508
Q9H7F0	ENSP00000494471
Q9H7F4	ENSP00000453399
Q9H7H0	ENSP00000343041
Q9H7H0	ENSP00000372445
Q9H7H0	ENSP00000450794
Q9H7J1	ENSP00000408288
Q9H7L2	ENSP00000479122
Q9H7L2	ENSP00000484242
Q9H7L2	ENSP00000481872
Q9H7L9	ENSP00000443988
Q9H7M6	ENSP00000254323
Q9H7M9	ENSP00000378409
Q9H7N4	ENSP00000353769
Q9H7P6	ENSP00000354772
Q9H7P6	ENSP00000485994
Q9H7P9	ENSP00000386492
Q9H7P9	ENSP00000392906
Q9H7R0	ENSP00000242804
Q9H7R0	ENSP00000388634
Q9H7R0	ENSP00000440162
Q9H7S9	ENSP00000332325
Q9H7T0	ENSP00000256343
Q9H7T0	ENSP00000478546
Q9H7T9	ENSP00000363416
Q9H7T9	ENSP00000443647
Q9H7U1	ENSP00000224756
Q9H7U1	ENSP00000353068
Q9H7U1	ENSP00000361160
Q9H7U1	ENSP00000439944
Q9H7V2	ENSP00000366058
Q9H7X0	ENSP00000354108
Q9H7X0	ENSP00000385903
Q9H7X0	ENSP00000393224
Q9H7X0	ENSP00000405873
Q9H7X0	ENSP00000401237
Q9H7X0	ENSP00000460763
Q9H7X0	ENSP00000458928
Q9H7X0	ENSP00000459057
Q9H7X0	ENSP00000461730
Q9H7X0	ENSP00000459055
Q9H7X0	ENSP00000458667
Q9H7X0	ENSP00000458575
Q9H7X0	ENSP00000497988
Q9H7X0	ENSP00000497411
Q9H7X2	ENSP00000294889
Q9H7X3	ENSP00000328515
Q9H7X7	ENSP00000320359
Q9H7X7	ENSP00000392087
Q9H7X7	ENSP00000390770
Q9H7X7	ENSP00000429648
Q9H7X7	ENSP00000429202
Q9H7X7	ENSP00000478948
Q9H7Y0	ENSP00000367168
Q9H7Y0	ENSP00000381086
Q9H7Z3	ENSP00000346335
Q9H7Z6	ENSP00000219797
Q9H7Z6	ENSP00000406037
Q9H7Z6	ENSP00000456933
Q9H7Z7	ENSP00000345341
Q9H808	ENSP00000246112
Q9H808	ENSP00000406893
Q9H813	ENSP00000261455
Q9H813	ENSP00000438863
Q9H814	ENSP00000297540
Q9H816	ENSP00000358576
Q9H816	ENSP00000498042
Q9H819	ENSP00000302843
Q9H825	ENSP00000376382
Q9H825	ENSP00000409025
Q9H825	ENSP00000492427
Q9H825	ENSP00000491656
Q9H832	ENSP00000354201
Q9H840	ENSP00000270257
Q9H840	ENSP00000375813
Q9H840	ENSP00000466342
Q9H840	ENSP00000465704
Q9H841	ENSP00000339256
Q9H841	ENSP00000407087
Q9H845	ENSP00000312618
Q9H853	ENSP00000487719
Q9H857	ENSP00000302468
Q9H857	ENSP00000406933
Q9H857	ENSP00000419547
Q9H867	ENSP00000379200
Q9H867	ENSP00000379201
Q9H867	ENSP00000437113
Q9H869	ENSP00000295566
Q9H869	ENSP00000311138
Q9H869	ENSP00000316079
Q9H869	ENSP00000347686
Q9H869	ENSP00000352134
Q9H869	ENSP00000355298
Q9H869	ENSP00000357314
Q9H869	ENSP00000357323
Q9H869	ENSP00000357324
Q9H869	ENSP00000385390
Q9H869	ENSP00000385791
Q9H871	ENSP00000283632
Q9H875	ENSP00000381010
Q9H875	ENSP00000419270
Q9H892	ENSP00000315160
Q9H892	ENSP00000435291
Q9H892	ENSP00000433757
Q9H898	ENSP00000297737
Q9H898	ENSP00000319785
Q9H8E8	ENSP00000392318
Q9H8E8	ENSP00000425909
Q9H8G1	ENSP00000261560
Q9H8G2	ENSP00000369431
Q9H8G2	ENSP00000487373
Q9H8H0	ENSP00000253247
Q9H8H0	ENSP00000463219
Q9H8H2	ENSP00000310539
Q9H8H2	ENSP00000361226
Q9H8H2	ENSP00000361232
Q9H8H2	ENSP00000479697
Q9H8H3	ENSP00000331787
Q9H8H3	ENSP00000447542
Q9H8H3	ENSP00000448785
Q9H8J5	ENSP00000379638
Q9H8J5	ENSP00000438205
Q9H8J5	ENSP00000487244
Q9H8J5	ENSP00000487587
Q9H8K7	ENSP00000419126
Q9H8L6	ENSP00000361097
Q9H8M1	ENSP00000263960
Q9H8M2	ENSP00000419765
Q9H8M2	ENSP00000419845
Q9H8M5	ENSP00000358891
Q9H8M5	ENSP00000358894
Q9H8M5	ENSP00000392875
Q9H8M7	ENSP00000277632
Q9H8M9	ENSP00000233712
Q9H8M9	ENSP00000377490
Q9H8M9	ENSP00000386930
Q9H8M9	ENSP00000386435
Q9H8N7	ENSP00000340494
Q9H8N7	ENSP00000428452
Q9H8N7	ENSP00000429640
Q9H8P0	ENSP00000264228
Q9H8S5	ENSP00000221818
Q9H8S5	ENSP00000396755
Q9H8S9	ENSP00000379364
Q9H8T0	ENSP00000300245
Q9H8T0	ENSP00000378152
Q9H8T0	ENSP00000455874
Q9H8U3	ENSP00000287218
Q9H8V3	ENSP00000232458
Q9H8V3	ENSP00000376457
Q9H8V3	ENSP00000415876
Q9H8V3	ENSP00000412259
Q9H8V3	ENSP00000443160
Q9H8W3	ENSP00000358170
Q9H8W3	ENSP00000358183
Q9H8W4	ENSP00000322373
Q9H8W4	ENSP00000427792
Q9H8W5	ENSP00000256649
Q9H8W5	ENSP00000358476
Q9H8X2	ENSP00000287996
Q9H8X9	ENSP00000283441
Q9H8X9	ENSP00000427067
Q9H8Y1	ENSP00000256362
Q9H8Y5	ENSP00000321617
Q9H8Y5	ENSP00000386337
Q9H8Y8	ENSP00000234160
Q9H900	ENSP00000311429
Q9H900	ENSP00000402217
Q9H900	ENSP00000437749
Q9H900	ENSP00000454737
Q9H900	ENSP00000477955
Q9H902	ENSP00000165698
Q9H902	ENSP00000392197
Q9H902	ENSP00000437567
Q9H902	ENSP00000442681
Q9H903	ENSP00000321984
Q9H903	ENSP00000379108
Q9H903	ENSP00000391327
Q9H910	ENSP00000248098
Q9H910	ENSP00000372158
Q9H910	ENSP00000457694
Q9H920	ENSP00000354571
Q9H930	ENSP00000397911
Q9H930	ENSP00000395195
Q9H930	ENSP00000395223
Q9H936	ENSP00000322020
Q9H936	ENSP00000437236
Q9H936	ENSP00000486058
Q9H939	ENSP00000387261
Q9H939	ENSP00000468622
Q9H944	ENSP00000265350
Q9H944	ENSP00000386816
Q9H967	ENSP00000263795
Q9H972	ENSP00000299088
Q9H972	ENSP00000341353
Q9H972	ENSP00000380535
Q9H972	ENSP00000380538
Q9H974	ENSP00000281273
Q9H974	ENSP00000418056
Q9H974	ENSP00000420682
Q9H974	ENSP00000419169
Q9H981	ENSP00000336842
Q9H981	ENSP00000419429
Q9H987	ENSP00000361964
Q9H987	ENSP00000378289
Q9H992	ENSP00000259050
Q9H992	ENSP00000386830
Q9H992	ENSP00000387238
Q9H993	ENSP00000356263
Q9H999	ENSP00000239231
Q9H9A5	ENSP00000330060
Q9H9A5	ENSP00000329376
Q9H9A5	ENSP00000399862
Q9H9A6	ENSP00000359990
Q9H9A7	ENSP00000317039
Q9H9B1	ENSP00000485945
Q9H9B1	ENSP00000417980
Q9H9B1	ENSP00000417328
Q9H9B4	ENSP00000316905
Q9H9C1	ENSP00000313098
Q9H9C1	ENSP00000339122
Q9H9C1	ENSP00000404815
Q9H9C1	ENSP00000452181
Q9H9C1	ENSP00000452191
Q9H9D4	ENSP00000309606
Q9H9E1	ENSP00000296785
Q9H9E3	ENSP00000432802
Q9H9F9	ENSP00000243903
Q9H9G7	ENSP00000246314
Q9H9G7	ENSP00000362287
Q9H9H4	ENSP00000267202
Q9H9H5	ENSP00000314560
Q9H9J2	ENSP00000258383
Q9H9J4	ENSP00000301962
Q9H9K5	ENSP00000460255
Q9H9K5	ENSP00000460602
Q9H9L3	ENSP00000323424
Q9H9L3	ENSP00000357202
Q9H9L4	ENSP00000415436
Q9H9L4	ENSP00000448131
Q9H9L7	ENSP00000392678
Q9H9L7	ENSP00000389866
Q9H9P2	ENSP00000299295
Q9H9P2	ENSP00000382992
Q9H9P2	ENSP00000382993
Q9H9P2	ENSP00000443566
Q9H9P5	ENSP00000248104
Q9H9P5	ENSP00000301712
Q9H9P5	ENSP00000380606
Q9H9P8	ENSP00000267436
Q9H9P8	ENSP00000405559
Q9H9Q2	ENSP00000272995
Q9H9Q2	ENSP00000362710
Q9H9Q2	ENSP00000386527
Q9H9Q2	ENSP00000386567
Q9H9Q2	ENSP00000484579
Q9H9Q4	ENSP00000349313
Q9H9Q4	ENSP00000387290
Q9H9R9	ENSP00000002501
Q9H9R9	ENSP00000306407
Q9H9R9	ENSP00000457625
Q9H9S0	ENSP00000229307
Q9H9S0	ENSP00000435288
Q9H9S3	ENSP00000298428
Q9H9S3	ENSP00000302048
Q9H9S3	ENSP00000368319
Q9H9S4	ENSP00000261669
Q9H9S4	ENSP00000348113
Q9H9S4	ENSP00000386375
Q9H9S4	ENSP00000386328
Q9H9S4	ENSP00000479669
Q9H9S5	ENSP00000326570
Q9H9S5	ENSP00000375776
Q9H9T3	ENSP00000256398
Q9H9T3	ENSP00000369711
Q9H9T3	ENSP00000428449
Q9H9T3	ENSP00000445558
Q9H9V4	ENSP00000256257
Q9H9V9	ENSP00000355720
Q9H9V9	ENSP00000387830
Q9H9V9	ENSP00000484088
Q9H9Y2	ENSP00000359688
Q9H9Y4	ENSP00000363250
Q9H9Y6	ENSP00000263331
Q9H9Y6	ENSP00000387143
Q9H9Y6	ENSP00000405358
Q9H9Y6	ENSP00000437914
Q9H9Y6	ENSP00000444136
Q9H9Z2	ENSP00000254231
Q9H9Z2	ENSP00000363314
Q9HA38	ENSP00000311221
Q9HA38	ENSP00000396506
Q9HA47	ENSP00000361282
Q9HA47	ENSP00000361284
Q9HA47	ENSP00000361285
Q9HA47	ENSP00000361289
Q9HA64	ENSP00000269373
Q9HA65	ENSP00000221543
Q9HA65	ENSP00000446323
Q9HA72	ENSP00000260743
Q9HA72	ENSP00000358803
Q9HA77	ENSP00000257347
Q9HA82	ENSP00000251363
Q9HA82	ENSP00000453509
Q9HA90	ENSP00000414597
Q9HA92	ENSP00000258955
Q9HA92	ENSP00000424558
Q9HAB3	ENSP00000333638
Q9HAB3	ENSP00000385961
Q9HAB3	ENSP00000434728
Q9HAB3	ENSP00000435820
Q9HAB3	ENSP00000436768
Q9HAB3	ENSP00000496439
Q9HAB3	ENSP00000496184
Q9HAB3	ENSP00000494426
Q9HAB3	ENSP00000495046
Q9HAB3	ENSP00000495874
Q9HAB3	ENSP00000495049
Q9HAB3	ENSP00000495788
Q9HAB8	ENSP00000361642
Q9HAB8	ENSP00000361643
Q9HAC7	ENSP00000338475
Q9HAC7	ENSP00000385222
Q9HAC7	ENSP00000486291
Q9HAC8	ENSP00000359698
Q9HAD4	ENSP00000296679
Q9HAD4	ENSP00000424287
Q9HAE3	ENSP00000262103
Q9HAE3	ENSP00000400873
Q9HAE3	ENSP00000430765
Q9HAF1	ENSP00000296214
Q9HAF1	ENSP00000362164
Q9HAF1	ENSP00000362166
Q9HAF1	ENSP00000394966
Q9HAH1	ENSP00000302603
Q9HAH7	ENSP00000287468
Q9HAJ7	ENSP00000297109
Q9HAJ7	ENSP00000416393
Q9HAJ7	ENSP00000390927
Q9HAK2	ENSP00000430241
Q9HAK2	ENSP00000437909
Q9HAN9	ENSP00000366410
Q9HAN9	ENSP00000435134
Q9HAP2	ENSP00000312834
Q9HAP2	ENSP00000366236
Q9HAP2	ENSP00000440769
Q9HAP2	ENSP00000486569
Q9HAP2	ENSP00000486016
Q9HAP2	ENSP00000487003
Q9HAP6	ENSP00000221459
Q9HAP6	ENSP00000375737
Q9HAQ2	ENSP00000265529
Q9HAQ2	ENSP00000333942
Q9HAQ2	ENSP00000414987
Q9HAQ2	ENSP00000391100
Q9HAR2	ENSP00000423388
Q9HAR2	ENSP00000422533
Q9HAS0	ENSP00000464275
Q9HAS3	ENSP00000365413
Q9HAT0	ENSP00000184183
Q9HAT0	ENSP00000385919
Q9HAT0	ENSP00000420590
Q9HAT0	ENSP00000420567
Q9HAT0	ENSP00000419205
Q9HAT0	ENSP00000417379
Q9HAT0	ENSP00000483603
Q9HAT1	ENSP00000310431
Q9HAT1	ENSP00000369031
Q9HAT2	ENSP00000263593
Q9HAT2	ENSP00000437877
Q9HAT2	ENSP00000478211
Q9HAT8	ENSP00000267460
Q9HAU0	ENSP00000299275
Q9HAU0	ENSP00000400411
Q9HAU0	ENSP00000404296
Q9HAU0	ENSP00000439673
Q9HAU0	ENSP00000439396
Q9HAU4	ENSP00000262435
Q9HAU5	ENSP00000348708
Q9HAU5	ENSP00000350221
Q9HAU5	ENSP00000380244
Q9HAU8	ENSP00000270357
Q9HAV0	ENSP00000232564
Q9HAV0	ENSP00000419693
Q9HAV4	ENSP00000265351
Q9HAV5	ENSP00000253392
Q9HAV5	ENSP00000363851
Q9HAV5	ENSP00000379365
Q9HAV5	ENSP00000415242
Q9HAV7	ENSP00000264954
Q9HAW0	ENSP00000220659
Q9HAW4	ENSP00000251195
Q9HAW4	ENSP00000312995
Q9HAW4	ENSP00000362317
Q9HAW7	ENSP00000362525
Q9HAW8	ENSP00000343838
Q9HAW8	ENSP00000362544
Q9HAW9	ENSP00000362549
Q9HAY2	ENSP00000315064
Q9HAY6	ENSP00000258168
Q9HAZ1	ENSP00000316948
Q9HAZ2	ENSP00000270722
Q9HAZ2	ENSP00000367643
Q9HB03	ENSP00000359022
Q9HB07	ENSP00000267103
Q9HB09	ENSP00000246785
Q9HB09	ENSP00000393803
Q9HB09	ENSP00000482218
Q9HB14	ENSP00000282146
Q9HB15	ENSP00000327611
Q9HB19	ENSP00000393860
Q9HB20	ENSP00000234453
Q9HB21	ENSP00000357984
Q9HB21	ENSP00000357986
Q9HB21	ENSP00000376547
Q9HB21	ENSP00000394416
Q9HB29	ENSP00000264257
Q9HB29	ENSP00000413348
Q9HB31	ENSP00000395142
Q9HB40	ENSP00000262288
Q9HB40	ENSP00000458587
Q9HB55	ENSP00000222382
Q9HB55	ENSP00000312110
Q9HB55	ENSP00000346887
Q9HB55	ENSP00000416581
Q9HB55	ENSP00000411653
Q9HB58	ENSP00000258381
Q9HB58	ENSP00000258382
Q9HB58	ENSP00000351488
Q9HB58	ENSP00000439558
Q9HB63	ENSP00000340998
Q9HB63	ENSP00000339436
Q9HB63	ENSP00000444432
Q9HB63	ENSP00000447292
Q9HB65	ENSP00000320346
Q9HB66	ENSP00000497510
Q9HB71	ENSP00000356652
Q9HB71	ENSP00000385771
Q9HB71	ENSP00000384139
Q9HB71	ENSP00000479414
Q9HB75	ENSP00000337797
Q9HB75	ENSP00000416801
Q9HB89	ENSP00000305877
Q9HB90	ENSP00000362092
Q9HB96	ENSP00000229769
Q9HBA0	ENSP00000261740
Q9HBA0	ENSP00000406191
Q9HBA0	ENSP00000444336
Q9HBA0	ENSP00000442738
Q9HBA0	ENSP00000442167
Q9HBA0	ENSP00000443611
Q9HBB8	ENSP00000345726
Q9HBB8	ENSP00000351118
Q9HBB8	ENSP00000380676
Q9HBD1	ENSP00000349783
Q9HBD1	ENSP00000362774
Q9HBD1	ENSP00000411767
Q9HBD1	ENSP00000474148
Q9HBD1	ENSP00000474709
Q9HBE1	ENSP00000215919
Q9HBE1	ENSP00000266269
Q9HBE1	ENSP00000337520
Q9HBE1	ENSP00000384173
Q9HBE4	ENSP00000264497
Q9HBE4	ENSP00000477555
Q9HBE5	ENSP00000338010
Q9HBE5	ENSP00000379103
Q9HBE5	ENSP00000456707
Q9HBF4	ENSP00000326921
Q9HBF4	ENSP00000377757
Q9HBF4	ENSP00000452232
Q9HBF4	ENSP00000450742
Q9HBF5	ENSP00000453502
Q9HBF5	ENSP00000453693
Q9HBF5	ENSP00000457965
Q9HBG4	ENSP00000308122
Q9HBG4	ENSP00000253856
Q9HBG4	ENSP00000376774
Q9HBG4	ENSP00000496421
Q9HBG6	ENSP00000296266
Q9HBG6	ENSP00000323973
Q9HBG6	ENSP00000324005
Q9HBG6	ENSP00000324165
Q9HBG6	ENSP00000410946
Q9HBG6	ENSP00000401569
Q9HBG6	ENSP00000422179
Q9HBG6	ENSP00000425536
Q9HBG7	ENSP00000263285
Q9HBG7	ENSP00000357016
Q9HBH0	ENSP00000267205
Q9HBH0	ENSP00000477391
Q9HBH1	ENSP00000288022
Q9HBH5	ENSP00000370648
Q9HBH7	ENSP00000361813
Q9HBH9	ENSP00000250896
Q9HBH9	ENSP00000309485
Q9HBH9	ENSP00000467811
Q9HBI0	ENSP00000349378
Q9HBI0	ENSP00000416761
Q9HBI0	ENSP00000391453
Q9HBI0	ENSP00000391583
Q9HBI1	ENSP00000342492
Q9HBI1	ENSP00000384353
Q9HBI1	ENSP00000384515
Q9HBI6	ENSP00000248041
Q9HBI6	ENSP00000384588
Q9HBJ0	ENSP00000352173
Q9HBJ7	ENSP00000254181
