Gene,XM id,XP id,mean Ka/Ks,mean Ka,mean ks,medaka Ka/Ks,medaka Ka,medaka ks,Stickleback Ka/Ks,Stickleback Ka,Stickleback ks,tetraodon Ka/Ks,tetraodon Ka,tetraodon ks,fugu Ka/Ks,fugu Ka,fugu ks,zebrafish Ka/Ks,zebrafish Ka,zebrafish ks
pdzd11,XM_015948928.1,XP_015804414.1,0.0194,0.01858,1.19588,0.0278,0.0234,0.8437,0.0089,0.0066,0.7351,0.0277,0.0232,0.8358,0.0255,0.0198,0.7762,0.0071,0.0199,2.7886
pdzk1,XM_015966264.1,XP_015821750.1,0.2208,0.24154,1.11752,0.1312,0.1402,1.0685,0.2146,0.2013,0.938,0.3003,0.2733,0.9102,0.2627,0.2786,1.0603,0.1952,0.3143,1.6106
pdzrn3,XM_015959940.1,XP_015815426.1,0.03208,0.0534,1.65594,0.0359,0.053,1.4742,0.0281,0.0466,1.6575,0.0327,0.0429,1.3102,0.0293,0.0431,1.4714,0.0344,0.0814,2.3664
pdzrn4,XM_015957762.1,XP_015813248.1,0.06152,0.09,1.56784,0.0631,0.0623,0.987,0.0245,0.0613,2.5062,0.0671,0.0811,1.2079,0.0566,0.0809,1.43,0.0963,0.1644,1.7081
pea15,XM_015946318.1,XP_015801804.1,0.01032,0.01378,1.32268,0.0074,0.0066,0.889,0.0097,0.0094,0.9662,0.0122,0.0112,0.9192,0.0118,0.0115,0.9707,0.0105,0.0302,2.8683
pebp1,XM_015960532.1,XP_015816018.1,0.0406,0.0875,2.21102,0.0433,0.065,1.5017,0.0446,0.0853,1.9155,0.0395,0.0886,2.2429,0.0406,0.0707,1.7398,0.035,0.1279,3.6552
pecr,XM_015957441.1,XP_015812927.1,0.07144,0.10492,1.45192,0.0586,0.0814,1.3901,0.0735,0.1036,1.4102,0.0627,0.0853,1.3592,0.0661,0.0969,1.4651,0.0963,0.1574,1.635
pef1,XM_015955888.1,XP_015811374.1,0.05904,0.10952,2.13052,0.0693,0.0997,1.438,0.0624,0.0784,1.2568,0.0373,0.1023,2.7399,0.0855,0.1044,1.221,0.0407,0.1628,3.9969
pelo,XM_015963233.1,XP_015818719.1,0.04188,0.0477,1.21026,0.0434,0.0437,1.0066,0.0326,0.0409,1.2522,0.0435,0.0389,0.8952,0.0573,0.0474,0.8263,0.0326,0.0676,2.071
pepd,XM_015954084.1,XP_015809570.1,0.05936,0.09548,1.88956,0.107,0.1268,1.1844,0.0694,0.0674,0.9713,0.0491,0.0962,1.9605,0.0381,0.0778,2.0399,0.0332,0.1092,3.2917
per1,XM_015946864.1,XP_015802350.1,0.03454,0.06626,2.02572,0.0163,0.044,2.706,0.0446,0.0619,1.3885,0.0257,0.0534,2.081,0.0288,0.0551,1.9135,0.0573,0.1169,2.0396
perp,XM_015944596.1,XP_015800082.1,0.08546,0.19062,2.34948,0.1216,0.222,1.8254,0.0951,0.1729,1.8184,0.0832,0.1887,2.2666,0.0677,0.1786,2.6385,0.0597,0.1909,3.1985
pes1,XM_015972607.1,XP_015828093.1,0.06432,0.07842,1.2356,0.0633,0.0635,1.0019,0.0697,0.0727,1.044,0.0627,0.0784,1.2497,0.0683,0.0742,1.0878,0.0576,0.1033,1.7946
pex1,XM_015973995.1,XP_015829481.1,0.12602,0.16484,1.31164,0.1225,0.136,1.1107,0.1203,0.1245,1.0349,0.1001,0.1661,1.6587,0.1339,0.169,1.2626,0.1533,0.2286,1.4913
pex10,XM_015968690.1,XP_015824176.1,0.11904,0.1852,1.5677,0.1136,0.1376,1.2116,0.0853,0.1375,1.6112,0.1089,0.2077,1.9074,0.1283,0.2141,1.6689,0.1591,0.2291,1.4394
pex11b,XM_015955731.1,XP_015811217.1,0.14806,0.16122,1.13396,0.1888,0.1475,0.7811,0.1652,0.1355,0.8204,0.1457,0.2017,1.384,0.1236,0.1376,1.1133,0.117,0.1838,1.571
pex11g,XM_015970792.1,XP_015826278.1,0.07968,0.09666,1.33114,0.0756,0.0568,0.7509,0.0899,0.071,0.7906,0.0658,0.1353,2.057,0.1084,0.0888,0.819,0.0587,0.1314,2.2382
pex12,XM_015969267.1,XP_015824753.1,0.10026,0.14912,1.49766,0.1329,0.1397,1.0508,0.0635,0.1099,1.7316,0.0801,0.1155,1.4424,0.0876,0.119,1.3578,0.1372,0.2615,1.9057
pex13,XM_015944093.1,XP_015799579.1,0.08452,0.11986,1.46496,0.0859,0.0949,1.1047,0.1104,0.1195,1.0826,0.0686,0.1229,1.7914,0.0673,0.1179,1.7517,0.0904,0.1441,1.5944
pex14,XM_015967630.1,XP_015823116.1,0.11118,0.09104,0.83278,0.1201,0.0696,0.5798,0.1138,0.0702,0.6169,0.1195,0.0887,0.7427,0.0984,0.0843,0.8568,0.1041,0.1424,1.3677
pex19,XM_015956118.1,XP_015811604.1,0.0975,0.0959,0.9685,0.0976,0.0574,0.5886,0.0554,0.0502,0.9062,0.1158,0.1257,1.0853,0.1124,0.1049,0.9331,0.1063,0.1413,1.3293
pex2,XM_015955386.1,XP_015810872.1,0.11902,0.18096,1.89646,0.1949,0.1354,0.6946,0.0718,0.1302,1.8146,0.0473,0.174,3.6769,0.138,0.1732,1.2552,0.1431,0.292,2.041
pex26,XM_015960641.1,XP_015816127.1,0.23116,0.22528,1.01354,0.3243,0.1822,0.562,0.1743,0.1805,1.0356,0.1965,0.2031,1.0332,0.2315,0.2167,0.9363,0.2292,0.3439,1.5006
pex3,XM_015947798.1,XP_015803284.1,0.07148,0.10604,1.47862,0.0677,0.0918,1.3567,0.0645,0.0676,1.0482,0.0684,0.1224,1.7898,0.0821,0.1035,1.2602,0.0747,0.1449,1.9382
pex6,XM_015954389.1,XP_015809875.1,0.1647,0.16838,1.02802,0.1413,0.1032,0.7307,0.1049,0.1001,0.9539,0.2283,0.2015,0.8824,0.1937,0.1895,0.9784,0.1553,0.2476,1.5947
pfdn1,XM_015976888.1,XP_015832374.1,0.08302,0.11498,1.3795,0.0555,0.0672,1.2105,0.0624,0.0829,1.3289,0.0992,0.1386,1.3978,0.1222,0.1628,1.3322,0.0758,0.1234,1.6281
pfdn2,XM_015946419.1,XP_015801905.1,0.08396,0.0799,0.97006,0.0696,0.0467,0.6714,0.0793,0.0791,0.9966,0.1167,0.1065,0.9122,0.0945,0.0859,0.9091,0.0597,0.0813,1.361
pfdn4,XM_015967142.1,XP_015822628.1,0.05494,0.08864,1.79266,0.0553,0.0847,1.5336,0.0572,0.0593,1.0371,0.0555,0.0975,1.7567,0.0778,0.1076,1.3833,0.0289,0.0941,3.2526
pfdn5,XM_015957059.1,XP_015812545.1,0.10292,0.08832,1.14418,0.0861,0.0795,0.9234,0.1208,0.08,0.6623,0.1389,0.0852,0.6129,0.1324,0.0947,0.7157,0.0364,0.1022,2.8066
pfkfb2,XM_015958553.1,XP_015814039.1,0.03774,0.04778,1.26014,0.0382,0.0378,0.9909,0.0354,0.0343,0.967,0.0415,0.0555,1.338,0.0299,0.0433,1.4497,0.0437,0.068,1.5551
pfkfb3,XM_015954899.1,XP_015810385.1,0.03616,0.06322,1.78074,0.0216,0.0444,2.0546,0.0357,0.0586,1.6389,0.0282,0.0507,1.7951,0.0321,0.0552,1.7184,0.0632,0.1072,1.6967
pgam2,XM_015976854.1,XP_015832340.1,0.02056,0.02774,1.33168,0.0196,0.0192,0.9825,0.0185,0.0255,1.376,0.0169,0.0237,1.4013,0.0184,0.025,1.3563,0.0294,0.0453,1.5423
pgam5,XM_015971992.1,XP_015827478.1,0.04568,0.07082,1.73686,0.0526,0.06,1.1403,0.0462,0.0533,1.1538,0.0203,0.0626,3.0833,0.0574,0.069,1.2027,0.0519,0.1092,2.1042
pgap1,XM_015975934.1,XP_015831420.1,0.1436,0.15912,1.11666,0.1511,0.1188,0.7864,0.1298,0.1152,0.8876,0.1032,0.1604,1.5549,0.1426,0.144,1.0097,0.1913,0.2572,1.3447
pgap2,XM_015976480.1,XP_015831966.1,0.0922,0.1459,1.61026,0.1036,0.1221,1.1785,0.1025,0.1297,1.265,0.084,0.1245,1.4823,0.0849,0.1212,1.4276,0.086,0.232,2.6979
pgap3,XM_015963211.1,XP_015818697.1,0.0617,0.06202,1.03454,0.0665,0.0567,0.8523,0.0694,0.0606,0.873,0.0551,0.0565,1.025,0.0664,0.0543,0.8182,0.0511,0.082,1.6042
pgbd5,XM_015944819.1,XP_015800305.1,0.0346,0.0517,1.73292,0.0319,0.0315,0.9879,0.021,0.0345,1.6434,0.0131,0.0434,3.2976,0.0344,0.0446,1.2954,0.0726,0.1045,1.4403
pgd,XM_015967637.1,XP_015823123.1,0.0305,0.03622,1.32126,0.0358,0.0257,0.719,0.0293,0.03,1.0239,0.0135,0.0328,2.4231,0.0323,0.0311,0.9617,0.0416,0.0615,1.4786
pggt1b,XM_015972789.1,XP_015828275.1,0.0669,0.0676,0.94484,0.0517,0.0449,0.8687,0.0707,0.044,0.6216,0.0638,0.0531,0.8317,0.0515,0.0415,0.8056,0.0968,0.1545,1.5966
pgk1,XM_015961237.1,XP_015816723.1,0.03608,0.04576,1.28214,0.0403,0.0327,0.8116,0.0409,0.0444,1.0871,0.0275,0.0412,1.4987,0.0324,0.0377,1.1627,0.0393,0.0728,1.8506
pgls,XM_015948459.1,XP_015803945.1,0.11026,0.11694,1.06068,0.1042,0.1022,0.9812,0.1263,0.0916,0.7251,0.0865,0.0886,1.0235,0.0735,0.0938,1.2767,0.1608,0.2085,1.2969
pgm1,XM_015970993.1,XP_015826479.1,0.0357,0.04378,1.21216,0.027,0.0277,1.0244,0.0414,0.0431,1.0401,0.0379,0.0394,1.0401,0.032,0.0397,1.2398,0.0402,0.069,1.7164
pgm2,XM_015954157.1,XP_015809643.1,0.06656,0.0922,1.35938,0.0613,0.0709,1.1573,0.0615,0.0766,1.2453,0.055,0.0743,1.3512,0.0616,0.0871,1.4148,0.0934,0.1521,1.6283
pgm3,XM_015948042.1,XP_015803528.1,0.0789,0.13088,1.68984,0.0519,0.1118,2.1547,0.0607,0.0914,1.5044,0.0857,0.117,1.3661,0.0905,0.1645,1.8186,0.1057,0.1697,1.6054
pgp,XM_015963533.1,XP_015819019.1,0.0581,0.10228,2.0421,0.0595,0.0986,1.6563,0.0942,0.1022,1.085,0.0656,0.0852,1.2994,0.0321,0.0719,2.2416,0.0391,0.1535,3.9282
pgr,XM_015951289.1,XP_015806775.1,0.061,0.06374,1.0025,0.0486,0.0345,0.7102,0.0542,0.0419,0.7727,0.0506,0.0547,1.0811,0.0722,0.0684,0.9476,0.0794,0.1192,1.5009
pgrmc1,XM_015961239.1,XP_015816725.1,0.05384,0.09174,1.96118,0.017,0.0591,3.4747,0.0527,0.0712,1.3521,0.0558,0.1017,1.823,0.0728,0.1082,1.4864,0.0709,0.1185,1.6697
pgrmc2,XM_015969402.1,XP_015824888.1,0.0461,0.06938,1.53416,0.0489,0.0577,1.1815,0.038,0.05,1.3156,0.0333,0.0691,2.0755,0.056,0.0624,1.1153,0.0543,0.1077,1.9829
phactr2,XM_015944557.1,XP_015800043.1,0.03612,0.05876,1.83706,0.0289,0.0407,1.4073,0.0469,0.0654,1.3955,0.0369,0.0479,1.2988,0.0455,0.0509,1.1195,0.0224,0.0889,3.9642
phactr3,XM_015976674.1,XP_015832160.1,0.0264,0.04416,1.62378,0.024,0.0336,1.3985,0.0258,0.0338,1.3136,0.0197,0.0341,1.7271,0.023,0.0363,1.5788,0.0395,0.083,2.1009
phax,XM_015955454.1,XP_015810940.1,0.09358,0.14496,1.55048,0.0626,0.1088,1.7368,0.0579,0.0889,1.5351,0.0939,0.1354,1.4417,0.1108,0.1454,1.3123,0.1427,0.2463,1.7265
phb,XM_015948875.1,XP_015804361.1,0.02754,0.02884,1.16474,0.0324,0.0261,0.8043,0.0305,0.0211,0.6934,0.0334,0.0312,0.9323,0.0244,0.0267,1.0938,0.017,0.0391,2.2999
phc1,XM_015950167.1,XP_015805653.1,0.08946,0.10914,1.23734,0.1069,0.0931,0.8706,0.0842,0.0838,0.9958,0.0572,0.0905,1.5843,0.075,0.0934,1.2456,0.124,0.1849,1.4904
phex,XM_015955494.1,XP_015810980.1,0.05808,0.09656,1.77728,0.0579,0.0712,1.2306,0.0323,0.0973,3.0151,0.0644,0.0807,1.2535,0.0629,0.0844,1.3409,0.0729,0.1492,2.0463
phf10,XM_015952753.1,XP_015808239.1,0.03992,0.0555,1.39642,0.0407,0.051,1.2552,0.0379,0.0439,1.1589,0.0274,0.0465,1.6953,0.0371,0.0501,1.3506,0.0565,0.086,1.5221
phf13,XM_015959493.1,XP_015814979.1,0.05538,0.07668,1.45492,0.0295,0.0315,1.0691,0.039,0.048,1.2308,0.0735,0.0704,0.9586,0.027,0.0668,2.4704,0.1079,0.1667,1.5457
phf14,XM_015976601.1,XP_015832087.1,0.02466,0.03268,1.5278,0.0174,0.0196,1.1271,0.0267,0.0302,1.1305,0.0328,0.0371,1.1293,0.033,0.0327,0.9938,0.0134,0.0438,3.2583
phf19,XM_015960451.1,XP_015815937.1,0.08356,0.10828,1.31294,0.0934,0.0798,0.8546,0.0814,0.088,1.0805,0.0913,0.0957,1.0477,0.0606,0.096,1.5849,0.0911,0.1819,1.997
phf2,XM_015941790.1,XP_015797276.1,0.0551,0.08426,1.57712,0.0668,0.0636,0.9513,0.0314,0.0531,1.6908,0.0598,0.0994,1.6618,0.0468,0.0941,2.0105,0.0707,0.1111,1.5712
phf20,XM_015960028.1,XP_015815514.1,0.03896,0.07938,1.98482,0.037,0.0517,1.3971,0.0332,0.0497,1.4968,0.0382,0.0629,1.648,0.0243,0.0652,2.6864,0.0621,0.1674,2.6958
phf21a,XM_015965067.1,XP_015820553.1,0.06264,0.04556,0.69976,0.0567,0.0289,0.5089,0.0631,0.0381,0.6041,0.061,0.0328,0.537,0.0592,0.031,0.5235,0.0732,0.097,1.3253
phf23,XM_015946918.1,XP_015802404.1,0.03344,0.05418,1.46774,0.0298,0.0335,1.127,0.0209,0.026,1.2458,0.019,0.03,1.575,0.0232,0.0321,1.382,0.0743,0.1493,2.0089
phf24,XM_015976224.1,XP_015831710.1,0.06496,0.09518,1.46666,0.0699,0.0728,1.0416,0.054,0.0628,1.1622,0.0597,0.0924,1.5472,0.0508,0.0972,1.9156,0.0904,0.1507,1.6667
phf5a,XM_015963650.1,XP_015819136.1,0.00096,0.00078,1.26686,0,0,0.9859,0.0048,0.0039,0.8168,0,0,1.2021,0,0,1.9129,0,0,1.4166
phf6,XM_015950175.1,XP_015805661.1,0.06196,0.06202,1.06604,0.0706,0.0619,0.8768,0.0754,0.0538,0.7131,0.0652,0.0565,0.866,0.0253,0.0384,1.5165,0.0733,0.0995,1.3578
phf8,XM_015967852.1,XP_015823338.1,0.03608,0.05554,1.73718,0.0401,0.0449,1.1184,0.0408,0.0345,0.8445,0.0453,0.0563,1.2421,0.0175,0.0538,3.0754,0.0367,0.0882,2.4055
phka1,XM_015946370.1,XP_015801856.1,0.03242,0.0546,1.73372,0.0302,0.0329,1.0905,0.0289,0.0553,1.9138,0.0367,0.0492,1.3406,0.018,0.0435,2.4164,0.0483,0.0921,1.9073
phkg2,XM_015963439.1,XP_015818925.1,0.02608,0.0412,1.6807,0.0315,0.029,0.9215,0.0287,0.0337,1.1722,0.0207,0.0367,1.7734,0.0271,0.0286,1.0564,0.0224,0.078,3.48
phldb1,XM_015952105.1,XP_015807591.1,0.04262,0.0991,2.62128,0.0348,0.0957,2.7521,0.0365,0.0888,2.4325,0.0251,0.1127,4.4959,0.0472,0.0844,1.7863,0.0695,0.1139,1.6396
phlpp2,XM_015952978.1,XP_015808464.1,0.06984,0.08812,1.34268,0.0999,0.0847,0.8475,0.078,0.0658,0.8439,0.0563,0.0854,1.5184,0.0484,0.0761,1.5732,0.0666,0.1286,1.9304
phospho2,XM_015953951.1,XP_015809437.1,0.13428,0.20804,1.61486,0.1264,0.2067,1.6359,0.1646,0.1836,1.1153,0.1343,0.1683,1.2536,0.1356,0.1726,1.2732,0.1105,0.309,2.7963
phox2a,XM_015951731.1,XP_015807217.1,0.02906,0.0416,1.3736,0.0392,0.0329,0.8412,0.0083,0.0101,1.2188,0.0306,0.0361,1.179,0.0239,0.0349,1.4563,0.0433,0.094,2.1727
phox2b,XM_015951326.1,XP_015806812.1,0.02466,0.01558,0.6586,0.0251,0.0106,0.4206,0.0313,0.0145,0.4645,0.0199,0.0112,0.565,0.0256,0.013,0.509,0.0214,0.0286,1.3339
phtf2,XM_015958513.1,XP_015813999.1,0.0438,0.05716,1.3244,0.0549,0.0348,0.6327,0.0484,0.0364,0.7518,0.0369,0.0759,2.0555,0.029,0.0276,0.9521,0.0498,0.1111,2.2299
phyh,XM_015953875.1,XP_015809361.1,0.05248,0.09912,1.94918,0.0483,0.0649,1.3458,0.0472,0.0833,1.7638,0.0782,0.1237,1.5824,0.0411,0.1061,2.5817,0.0476,0.1176,2.4722
phyhd1,XM_015943018.1,XP_015798504.1,0.08746,0.1215,1.39664,0.0695,0.0809,1.1632,0.0811,0.1042,1.2857,0.1217,0.1627,1.3368,0.0893,0.1164,1.3045,0.0757,0.1433,1.893
phykpl,XM_015943828.1,XP_015799314.1,0.07118,0.1174,1.71618,0.076,0.0973,1.2805,0.0778,0.096,1.2336,0.0836,0.1139,1.3618,0.0582,0.1067,1.8337,0.0603,0.1731,2.8713
pi15,XM_015955288.1,XP_015810774.1,0.0315,0.04814,1.59598,0.0456,0.0406,0.8917,0.0275,0.0316,1.1505,0.0316,0.0465,1.4725,0.0215,0.0386,1.7977,0.0313,0.0834,2.6675
pi4k2a,XM_015943802.1,XP_015799288.1,0.0317,0.04256,1.35548,0.0307,0.0393,1.2818,0.0354,0.0333,0.9398,0.0322,0.0459,1.4259,0.0301,0.0459,1.5221,0.0301,0.0484,1.6078
pi4k2b,XM_015971622.1,XP_015827108.1,0.02408,0.02936,1.19306,0.0168,0.0166,0.9908,0.0257,0.0236,0.9177,0.0196,0.0271,1.3825,0.0199,0.0248,1.2489,0.0384,0.0547,1.4254
pias4,XM_015971538.1,XP_015827024.1,0.065,0.05308,0.84234,0.0671,0.0461,0.687,0.0743,0.0452,0.6079,0.0582,0.0443,0.7612,0.0687,0.0435,0.6335,0.0567,0.0863,1.5221
pibf1,XM_015944814.1,XP_015800300.1,0.07002,0.12026,1.94386,0.0713,0.0847,1.1874,0.0498,0.0877,1.7619,0.0764,0.134,1.7543,0.0326,0.1144,3.5115,0.12,0.1805,1.5042
pick1,XM_015945341.1,XP_015800827.1,0.01924,0.02692,1.3858,0.0198,0.018,0.9075,0.0148,0.0167,1.1286,0.0186,0.033,1.7737,0.0219,0.0294,1.3412,0.0211,0.0375,1.778
pidd1,XM_015964310.1,XP_015819796.1,0.1352,0.1594,1.2806,0.1602,0.1245,0.777,0.1127,0.1236,1.0971,0.1668,0.1585,0.9501,0.1386,0.1382,0.9967,0.0977,0.2522,2.5821
pif1,XM_015942214.1,XP_015797700.1,0.07654,0.10906,1.47364,0.0516,0.0971,1.881,0.1015,0.0969,0.9547,0.0686,0.0941,1.3716,0.0705,0.1026,1.4538,0.0905,0.1546,1.7071
piga,XM_015966222.1,XP_015821708.1,0.0524,0.06972,1.29366,0.0468,0.0499,1.0675,0.0481,0.0576,1.1973,0.0485,0.0576,1.1876,0.0513,0.0626,1.2206,0.0673,0.1209,1.7953
pigb,XM_015953025.1,XP_015808511.1,0.18868,0.15828,0.84026,0.1733,0.1101,0.6354,0.1673,0.1245,0.7441,0.1988,0.1696,0.8535,0.2204,0.1547,0.702,0.1836,0.2325,1.2663
pigf,XM_015962926.1,XP_015818412.1,0.10536,0.10954,1.01826,0.0882,0.0883,1.002,0.0832,0.0583,0.6999,0.1274,0.1351,1.0599,0.1134,0.0871,0.7681,0.1146,0.1789,1.5614
pigg,XM_015953260.1,XP_015808746.1,0.0827,0.08974,1.08044,0.0795,0.0598,0.753,0.0455,0.058,1.2756,0.095,0.0827,0.8699,0.085,0.085,0.9995,0.1085,0.1632,1.5042
pigh,XM_015947974.1,XP_015803460.1,0.11694,0.10008,0.8478,0.1004,0.0968,0.9645,0.1126,0.0716,0.6356,0.1148,0.093,0.8096,0.1178,0.0858,0.7281,0.1391,0.1532,1.1012
pigk,XM_015956173.1,XP_015811659.1,0.03066,0.04332,1.38202,0.0243,0.0275,1.1326,0.013,0.0164,1.2637,0.0525,0.0752,1.4339,0.0325,0.0431,1.3231,0.031,0.0544,1.7568
pigm,XM_015954868.1,XP_015810354.1,0.12448,0.14978,1.21468,0.1183,0.0747,0.6312,0.1236,0.1076,0.8712,0.1215,0.1464,1.2048,0.1419,0.1495,1.0536,0.1171,0.2707,2.3126
pigs,XM_015961736.1,XP_015817222.1,0.1152,0.1176,1.05834,0.1088,0.1078,0.9912,0.1264,0.0827,0.6544,0.1064,0.1074,1.0096,0.1356,0.1094,0.8063,0.0988,0.1807,1.8302
pigv,XM_015949057.1,XP_015804543.1,0.11548,0.13068,1.03276,0.0912,0.0782,0.8583,0.0781,0.0672,0.8607,0.1082,0.0907,0.8386,0.1193,0.1041,0.8724,0.1806,0.3132,1.7338
pih1d1,XM_015946224.1,XP_015801710.1,0.11792,0.17006,1.55474,0.0958,0.1399,1.4611,0.1729,0.1388,0.8026,0.0885,0.1798,2.0326,0.087,0.1697,1.9504,0.1454,0.2221,1.527
pik3ap1,XM_015944135.1,XP_015799621.1,0.12808,0.19126,1.49838,0.0826,0.1527,1.8479,0.121,0.1541,1.2732,0.1233,0.1648,1.3365,0.1162,0.1633,1.405,0.1973,0.3214,1.6293
pik3c3,XM_015946767.1,XP_015802253.1,0.01886,0.02198,1.14734,0.0188,0.0219,1.1664,0.0176,0.014,0.7947,0.0177,0.0188,1.0617,0.0154,0.0201,1.3008,0.0248,0.0351,1.4131
pik3cb,XM_015963419.1,XP_015818905.1,0.04172,0.07156,1.73888,0.0444,0.0553,1.2457,0.0239,0.0506,2.1184,0.04,0.0687,1.7169,0.0444,0.0727,1.6377,0.0559,0.1105,1.9757
pik3cd,XM_015967667.1,XP_015823153.1,0.0468,0.07592,1.6558,0.0499,0.0608,1.2197,0.0448,0.0599,1.3371,0.0536,0.0596,1.1122,0.0299,0.0668,2.2342,0.0558,0.1325,2.3758
pik3cg,XM_015954990.1,XP_015810476.1,0.04346,0.06912,1.73694,0.0451,0.0472,1.0463,0.0162,0.0476,2.9435,0.0482,0.0637,1.3218,0.0398,0.0595,1.4953,0.068,0.1276,1.8778
pik3ip1,XM_015973084.1,XP_015828570.1,0.10708,0.12532,1.16626,0.1195,0.085,0.7115,0.1112,0.1108,0.9967,0.0984,0.1093,1.1108,0.0795,0.1015,1.2772,0.1268,0.22,1.7351
pik3r5,XM_015954451.1,XP_015809937.1,0.0939,0.14308,1.7149,0.1249,0.1182,0.9465,0.0784,0.1036,1.3227,0.0836,0.1332,1.5922,0.0425,0.1307,3.0738,0.1401,0.2297,1.6393
pim3,XM_015956856.1,XP_015812342.1,0.0398,0.04406,1.15148,0.062,0.042,0.6768,0.0403,0.0295,0.7327,0.0321,0.0237,0.7387,0.0281,0.0221,0.7872,0.0365,0.103,2.822
pin4,XM_015977134.1,XP_015832620.1,0.0349,0.03286,0.91418,0.0255,0.019,0.7451,0.0262,0.0268,1.0208,0.0356,0.0266,0.7492,0.0406,0.0265,0.6519,0.0466,0.0654,1.4039
pink1,XM_015967104.1,XP_015822590.1,0.13038,0.14012,1.08288,0.1176,0.1157,0.9841,0.1233,0.094,0.7619,0.1608,0.1422,0.8844,0.1241,0.1497,1.2067,0.1261,0.199,1.5773
pinx1,XM_015947139.1,XP_015802625.1,0.05016,0.07946,1.73556,0.0501,0.0652,1.3023,0.0791,0.1001,1.2645,0.0517,0.0612,1.1835,0.0254,0.0645,2.5382,0.0445,0.1063,2.3893
pip4k2c,XM_015967038.1,XP_015822524.1,0.03032,0.03926,1.36954,0.0366,0.0341,0.9325,0.0375,0.0355,0.948,0.0169,0.0332,1.9707,0.0243,0.031,1.273,0.0363,0.0625,1.7235
pipox,XM_015975730.1,XP_015831216.1,0.11832,0.17918,1.63696,0.1422,0.1726,1.214,0.1281,0.1316,1.0266,0.0699,0.1921,2.7469,0.1064,0.1766,1.6596,0.145,0.223,1.5377
pisd,XM_015943274.1,XP_015798760.1,0.0386,0.0886,2.26954,0.0356,0.0646,1.8143,0.0496,0.0634,1.2769,0.0341,0.0558,1.6366,0.0262,0.0678,2.5876,0.0475,0.1914,4.0323
pitrm1,XM_015956030.1,XP_015811516.1,0.08822,0.10842,1.23576,0.0863,0.0769,0.891,0.0997,0.116,1.1637,0.0769,0.1028,1.3367,0.0685,0.0987,1.4405,0.1097,0.1477,1.3469
pitx2,XM_015950542.1,XP_015806028.1,0.01932,0.02104,1.1787,0.0174,0.0174,1.0025,0.0247,0.0168,0.6822,0.0219,0.0194,0.8886,0.018,0.0166,0.9224,0.0146,0.035,2.3978
piwil1,XM_015972126.1,XP_015827612.1,0.12698,0.15102,1.25444,0.1596,0.1481,0.9282,0.1574,0.1322,0.8396,0.1162,0.1581,1.3602,0.104,0.1553,1.4932,0.0977,0.1614,1.651
piwil2,XM_015972007.1,XP_015827493.1,0.11196,0.15092,1.38164,0.1476,0.1578,1.0688,0.1109,0.1322,1.1919,0.1138,0.1506,1.3225,0.0819,0.1279,1.5622,0.1056,0.1861,1.7628
pkd1,XM_015966896.1,XP_015822382.1,0.11404,0.1784,1.57758,0.1224,0.1454,1.1879,0.1282,0.1376,1.0728,0.1005,0.1622,1.6148,0.1023,0.154,1.5053,0.1168,0.2928,2.5071
pkd2,XM_015942236.1,XP_015797722.1,0.06878,0.08652,1.3103,0.0933,0.0837,0.8975,0.0693,0.0672,0.9699,0.0431,0.0788,1.8299,0.0571,0.0678,1.1875,0.0811,0.1351,1.6667
pkd2l1,XM_015943856.1,XP_015799342.1,0.11622,0.12172,1.10396,0.0652,0.1072,1.643,0.1399,0.0932,0.6667,0.1123,0.1139,1.0146,0.1169,0.1098,0.9387,0.1468,0.1845,1.2568
pkdcc,XM_015970012.1,XP_015825498.1,0.08718,0.10204,1.1149,0.0888,0.0779,0.8776,0.0617,0.0532,0.8615,0.0773,0.0947,1.2262,0.0849,0.0823,0.969,0.1232,0.2021,1.6402
pkp2,XM_015958358.1,XP_015813844.1,0.26198,0.36894,1.68132,0.463,0.4634,1.0009,0.2768,0.3249,1.1738,0.1017,0.3088,3.0347,0.2001,0.3231,1.6146,0.2683,0.4245,1.5826
pkp3,XM_015964272.1,XP_015819758.1,0.09034,0.22352,2.56146,0.0655,0.242,3.6934,0.0965,0.2094,2.1708,0.0807,0.2014,2.4944,0.1046,0.1923,1.8387,0.1044,0.2725,2.61
pkp4,XM_015966606.1,XP_015822092.1,0.0743,0.09048,1.16498,0.0779,0.0569,0.7305,0.0651,0.0639,0.9819,0.0575,0.0713,1.2398,0.06,0.0691,1.1506,0.111,0.1912,1.7221
pla2g15,XM_015965219.1,XP_015820705.1,0.0575,0.11372,2.1231,0.0493,0.0779,1.579,0.0654,0.0951,1.4538,0.068,0.1594,2.3441,0.0263,0.088,3.3519,0.0785,0.1482,1.8867
pla2g6,XM_015943570.1,XP_015799056.1,0.11562,0.13414,1.17768,0.1052,0.1215,1.1549,0.0896,0.1183,1.3199,0.1387,0.1286,0.9275,0.1266,0.1321,1.0436,0.118,0.1702,1.4425
pla2g7,XM_015948252.1,XP_015803738.1,0.06922,0.12316,2.04074,0.074,0.0876,1.1836,0.034,0.0944,2.7724,0.0806,0.1177,1.4604,0.0413,0.1323,3.2064,0.1162,0.1838,1.5809
plaa,XM_015946519.1,XP_015802005.1,0.05774,0.08428,1.45658,0.0529,0.0518,0.9789,0.0602,0.058,0.9636,0.0459,0.0959,2.0902,0.0538,0.0759,1.4096,0.0759,0.1398,1.8406
