N. furzeri symbol,N. furzeri Gene Id,N. furzeri Protein Id,Human,Mouse,Chicken,Rat,Spotted Gar,Zebrafish,Medaka,Stickleback,Tetarodon,Fugu,Worm,Fly,N. furzeri Final Symbol
LOC107380381,XM_015951615.1,XP_015807101.1,CCDC92,E130309D14Rik,ENSGALG00000028283,RGD1562276,si:dkey-54n8.4,si:dkey-54n8.4,,si:ch211-274p24.4,RGD1562276,ccdc92,,,ccdc92 (3 of 3)
LOC107386527,XM_015960973.1,XP_015816459.1,NLGN3,Nlgn3,NLGN3,Nlgn3,nlgn3a,nlgn3a,nlgn3b,nlgn3b,Nlgn3,nlgn3b,nlg-1,CG34127,nlgn3 (1 of 2)
nlgn3,XM_015973754.1,XP_015829240.1,NLGN3,Nlgn3,NLGN3,Nlgn3,nlgn3a,nlgn3a,nlgn3a,nlgn3a,Nlgn3,nlgn3a,nlg-1,CG34127,nlgn3 (2 of 2)
sp9,XM_015966474.1,XP_015821960.1,SP9,Sp9,SP3,Sp9,sp9,sp9,,sp9,Sp9,sp9,sptf-3,Spps,sp9
LOC107389438,XM_015965570.1,XP_015821056.1,,,,,,,,,,,,,LOC107389438
dexi,XM_015945477.1,XP_015800963.1,DEXI,Dexi,,Dexi,dexi,dexi,,dexi,Dexi,dexi,,,dexi
oxct1,XM_015972865.1,XP_015828351.1,OXCT1,Oxct1,OXCT1,Oxct1,oxct1a,oxct1a,,oxct1b,Oxct1,oxct1b,C05C10.3,SCOT,oxct1
LOC107388553,XM_015964118.1,XP_015819604.1,PDIA2,Pdia2,PDIA2,P4hb,pdia2,pdia2,pdia2,pdia2,P4hb,pdia2,pdi-2,Pdi,pdia2
pigx,XM_015971752.1,XP_015827238.1,PIGX,Pigx,PIGX,Pigx,pigx,pigx,,,Pigx,,,CG30381,pigx
pdgfrl,XM_015945169.1,XP_015800655.1,PDGFRL,Pdgfrl,PDGFRL,Pdgfrl,pdgfrl,pdgfrl,,pdgfrl,Pdgfrl,pdgfrl,ptp-3,btl,pdgfrl
relb,XM_015951447.1,XP_015806933.1,RELB,Relb,REL,Relb,relb,relb,,relb,Relb,relb,,dl,relb
slc8b1,XM_015972594.1,XP_015828080.1,SLC8B1,Slc8b1,SLC8B1,Slc8b1,SLC8B1,slc24a4a,,SLC8B1,Slc8b1,SLC8B1,ncx-6,CG14744,slc8b1
LOC107395042,XM_015974306.1,XP_015829792.1,,,,,,,,,,,,,LOC107395042
gopc,XM_015975475.1,XP_015830961.1,GOPC,Gopc,ENSGALG00000014902,Gopc,gopc,gopc,gopc,gopc,Gopc,SNTG1,gopc-1,Syn1,gopc
angpt1,XM_015974199.1,XP_015829685.1,ANGPT1,Angpt1,ANG-1,Angpt1,angpt1,angpt1,angpt1,angpt1,Angpt1,angpt1,T15B7.1,CG41520,angpt1 (1 of 2)
LOC107384963,XM_015958501.1,XP_015813987.1,ANGPT1,Angpt1,ANG-1,Angpt1,angpt4,angpt4,,angpt1,Angpt1,angpt4,T15B7.1,CG41520,angpt1 (2 of 2)
LOC107390401,XM_015967079.1,XP_015822565.1,ITGA5,Itga5,ITGAV,Itga5,itga5,itga5,itga5,itga5,Itga5,itga5,pat-2,if,itga5 (1 of 2)
LOC107385841,XM_015959981.1,XP_015815467.1,ITGA5,Itga5,ITGAV,Itga5,itga5,itga5,ITGA5_1_many,ITGA5_1_many,Itga5,ITGA5_1_many,pat-2,if,itga5 (2 of 2)
snu13,XM_015963587.1,XP_015819073.1,SNU13,Nhp2l1,SNU13,Snu13,SNU13_1_many,snu13b,,snu13a,Snu13,snu13a,M28.5,hoip,snu13
lrif1,XM_015968721.1,XP_015824207.1,LRIF1,Lrif1,LRIF1,Lrif1,si:ch211-261n11.5,LRIF1,,,Lrif1,,,,lrif1
LOC107382948,XM_015955314.1,XP_015810800.1,,,,,si:dkey-118j18.2,si:dkey-118j18.2,,si:dkey-118j18.2,,,,,LOC107382948
emc7,XM_015947684.1,XP_015803170.1,EMC7,Emc7,EMC7,Emc7,zgc:195050,emc7,emc7,emc7,Emc7,emc7,C35D10.1,CG8397,emc7
LOC107381567,XM_015953314.1,XP_015808800.1,RIC3,Ric3,RIC3,Ric3,ric3b,RIC3_1_many,RIC3_1_many,RIC3_1_many,Ric3,ric3b,,,ric3 (1 of 3)
LOC107396929,XM_015976775.1,XP_015832261.1,RIC3,Ric3,RIC3,Ric3,ric3b,RIC3_1_many,,ric3b,Ric3,ric3b,ric-3,,ric3 (2 of 3)
ric3,XM_015953097.1,XP_015808583.1,RIC3,Ric3,RIC3,Ric3,ric3b,,,RIC3_1_many,Ric3,,,,ric3 (3 of 3)
LOC107378584,XM_015948889.1,XP_015804375.1,MREG,Mreg,MREG,Mreg,zgc:91968,MREG,zgc:91968,zgc:91968,Mreg,zgc:91968,,,mreg (1 of 2)
LOC107389896,XM_015966308.1,XP_015821794.1,MREG,Mreg,MREG,Mreg,MREG,MREG,,MREG,Mreg,MREG,,,mreg (2 of 2)
ugcg,XM_015943302.1,XP_015798788.1,UGCG,Ugcg,UGCG,Ugcg,ugcg,ugcg,,ugcg,Ugcg,ugcg,cgt-2,GlcT-1,ugcg
LOC107374324,XM_015942473.1,XP_015797959.1,MYH11,Myh11,MYH9,Myh11,myh10,myh11b,myh11b,myh11b,Myh11,myh11b,nmy-1,zip,myh11 (1 of 4)
LOC107373692,XM_015941830.1,XP_015797316.1,MYH11,Myh11,MYH11,Myh11,myh11a,myh11a,myh11b,myh11b,Myh11,myh11b,nmy-1,zip,myh11 (2 of 4)
LOC107373143,XM_015941319.1,XP_015796805.1,MYH11,Myh11,MYH10,Myh11,myh11a,myh11a,,myh11b,Myh11,myh11b,nmy-1,zip,myh11 (3 of 4)
myh11,XM_015970817.1,XP_015826303.1,MYH11,Myh11,MYH11,Myh11,myh11a,myh11a,,myh11a,Myh11,myh11a,nmy-1,zip,myh11 (4 of 4)
LOC107385414,XM_015959259.1,XP_015814745.1,CIDEC,Cidec,CIDEC,Cidec,cidec,cidec,cidec,cidec,Cidec,cidec,,Drep-2,cidec
myo16,XM_015966257.1,XP_015821743.1,MYO16,Myo16,MYO16,Myo16,myo16,myo16,,myo16,Myo16,myo16,hum-7,ck,myo16
LOC107372933,XM_015941126.1,XP_015796612.1,CXorf57,D330045A20Rik,CXorf57,LOC680663,ENSLOCG00000014118,CU424462.1,si:ch211-26b3.2,si:ch211-26b3.2,LOC680663,si:ch211-26b3.2,,,cxorf57 (1 of 2)
csgr11hxorf57,XM_015961040.1,XP_015816526.1,CXorf57,D330045A20Rik,CXorf57,LOC680663,si:ch211-26b3.2,si:ch211-26b3.2,si:ch211-26b3.2,si:ch211-26b3.2,LOC680663,si:ch211-26b3.2,,,cxorf57 (2 of 2)
LOC107373109,XM_015941283.1,XP_015796769.1,COL8A1,Col8a1,COL8A1,Col8a1,si:rp71-1g18.7,si:rp71-1g18.7,ENSORLG00000015735,cbln17_1_many,Col8a1,ENSTRUG00000015176,aqp-7,,col8a1 (1 of 4)
col8a1,XM_015966092.1,XP_015821578.1,COL8A1,Col8a1,COL10A1,Col8a1,col8a1b,col8a1b,col8a1a,col8a1a,Col8a1,col8a1a,col-135,Cg25C,col8a1 (2 of 4)
LOC107390702,XM_015967547.1,XP_015823033.1,COL8A1,C1ql4,C1QL1,Col8a1,si:rp71-1g18.7,si:rp71-1g18.7,ENSORLG00000004178,ENSGACG00000003030,Col8a1,ENSTRUG00000015176,aqp-7,,col8a1 (3 of 4)
LOC107395833,XM_015975300.1,XP_015830786.1,COL8A1,Col8a1,ENSGALG00000027887,Col8a1,si:rp71-1g18.7,si:rp71-1g18.7,,ENSGACG00000003030,Col8a1,ENSTRUG00000015176,ttn-1,,col8a1 (4 of 4)
chrd,XM_015952124.1,XP_015807610.1,CHRD,Chrd,CHRD,Chrd,chd,chd,chd,chrdl2,Chrd,chd,crm-1,sog,chrd
LOC107391175,XM_015968315.1,XP_015823801.1,CDH26,Cdh26,CDH4,Cdh26,cdh26.1,cdh26.1,ENSORLG00000011759,cdh26.1,Cdh26,cdh26.1_1_many,fmi-1,ft,cdh26 (1 of 3)
LOC107391173,XM_015968314.1,XP_015823800.1,CDH26,Cdh26,CDH4,Cdh26,cdh26.1,cdh26.1,,cdh26.1,Cdh26,cdh26.1_1_many,fmi-1,kug,cdh26 (2 of 3)
LOC107391172,XM_015968311.1,XP_015823797.1,CDH26,Cdh26,CDH4,Cdh26,cdh26.1,cdh26.1,,cdh26.1,Cdh26,cdh26.1_1_many,fmi-1,ft,cdh26 (3 of 3)
kif28p,XM_015952807.1,XP_015808293.1,KIF13A,Gm1305,ENSGALG00000010635,Kif28p,si:rp71-84d9.1,si:rp71-84d9.1,kif13a,si:rp71-84d9.1,Kif28p,kif13bb_1_many,klp-6,Khc-73,kif13a (1 of 3)
LOC107390243,XM_015966854.1,XP_015822340.1,KIF13A,Kif13a,KIF13B,Kif13b,kif13a,kif13bb,kif13bb_1_many,kif13a,Kif13b,kif13a,klp-4,Khc-73,kif13a (2 of 3)
LOC107397199,XM_015977124.1,XP_015832610.1,KIF13A,Kif13a,KIF13A,Kif13a,kif13a,kif13a,,kif13a,Kif13a,kif13a,klp-4,Khc-73,kif13a (3 of 3)
gorasp2,XM_015966505.1,XP_015821991.1,GORASP2,Gorasp2,GORASP2,Gorasp2,gorasp2,gorasp2,ENSORLG00000017271,ENSGACG00000005048,Gorasp2,gorasp2,Y42H9AR.1,Grasp65,gorasp2 (1 of 2)
LOC107384302,XM_015957487.1,XP_015812973.1,GORASP2,Gorasp2,GORASP2,Gorasp2,gorasp2,gorasp2,,gorasp2,Gorasp2,gorasp2,Y42H9AR.1,Grasp65,gorasp2 (2 of 2)
gigyf2,XM_015956892.1,XP_015812378.1,GIGYF2,Gigyf2,GIGYF2,Gigyf2,gigfy2,gigfy2,gigfy2,gigfy2,Gigyf2,gigfy2,C18H9.3,CG11148,gigyf2
gpcpd1,XM_015948159.1,XP_015803645.1,GPCPD1,Gpcpd1,ENSGALG00000009130,Gpcpd1,gpcpd1,gpcpd1,gpcpd1,gpcpd1,Gpcpd1,gpcpd1,gpcp-2,CG2818,gpcpd1
foxn2,XM_015944472.1,XP_015799958.1,FOXN2,Foxn2,FOXN3,Foxn2,foxn2b,foxn2b,,foxn2b,Foxn2,foxn2b,fkh-2,CHES-1-like,foxn2
abcb6,XM_015952620.1,XP_015808106.1,ABCB6,Abcb6,ABCB6,Abcb6,abcb6b,abcb6a,,abcb6a,Abcb6,abcb6a,hmt-1,Hmt-1,abcb6
LOC107382877,XM_015955217.1,XP_015810703.1,SPATA13,Spata13,ENSGALG00000019077,Spata13,spata13,spata13,spata13,spata13,Spata13,spata13,uig-1,RhoGEF3,spata13 (1 of 2)
arhgef4,XM_015954821.1,XP_015810307.1,SPATA13,Arhgef4,ARHGEF4,Arhgef4,arhgef4,arhgef4,arhgef4,arhgef4,Arhgef4,arhgef9a,uig-1,RhoGEF3,spata13 (2 of 2)
LOC107372978,XM_015941171.1,XP_015796657.1,NCF2,Ncf2,noxa1,Noxa1,noxa1,noxa1,noxa1,noxa1,Noxa1,ncf2,,,ncf2 (1 of 3)
LOC107395898,XM_015975373.1,XP_015830859.1,NCF2,Ncf2,noxa1,Noxa1,noxa1,noxa1,,noxa1,Noxa1,ncf2,B0303.7,Dap160,ncf2 (2 of 3)
ncf2,XM_015954859.1,XP_015810345.1,NCF2,Ncf2,NCF2,Noxa1,ncf2,ncf2,,ncf2,Noxa1,ncf2,unc-57,EndoA,ncf2 (3 of 3)
narf,XM_015963738.1,XP_015819224.1,NARF,Narf,NARF,Narf,narf,narf,,narf,Narf,narf,oxy-4,CG17683,narf
rarg,XM_015967910.1,XP_015823396.1,RARG,Rarg,RARB,Rarb,rarga,rargb,rarga,rarga,Rarb,rarga,sex-1,Hr38,rarg (1 of 2)
LOC107385640,XM_015959647.1,XP_015815133.1,RARG,Rarg,RARB,Rarg,rarga,rargb,,rargb,Rarg,rarga,sex-1,Hr38,rarg (2 of 2)
LOC107394430,XM_015973360.1,XP_015828846.1,MR1,H2-D1,BFIV21,RT1-S3,FCGRT_1_many,mhc1zba,ENSORLG00000020395,mhc1zea,RT1-S3,ENSTRUG00000003955,,,mr1 (1 of 2)
LOC107394856,XM_015974016.1,XP_015829502.1,MR1,Mr1,BFIV21,Mr1,FCGRT_1_many,mhc1uka,FCGRT_1_many,FCGRT_1_many,Mr1,FCGRT_1_many,,,mr1 (2 of 2)
LOC107396731,XM_015976561.1,XP_015832047.1,ZNF74,Zfp647,ENSGALG00000027204,Zfp647,ZNF629_1_many,znf1124,ENSORLG00000002284,ENSGACG00000004549,Zfp647,ENSTRUG00000014168,Y55F3AM.14,crol,znf74
LOC107393971,XM_015972644.1,XP_015828130.1,SLC6A4,Slc6a4,SLC6A4,Slc6a4,slc6a4b,slc6a4b,slc6a4b,slc6a4b,Slc6a4,slc6a4b,mod-5,SerT,slc6a4 (1 of 3)
LOC107395435,XM_015974823.1,XP_015830309.1,SLC6A4,Slc6a4,SLC6A4,Slc6a4,slc6a4b,slc6a4a,slc6a4a,slc6a4a,Slc6a4,slc6a4a,mod-5,SerT,slc6a4 (2 of 3)
LOC107395621,XM_015975036.1,XP_015830522.1,SLC6A4,Slc6a4,SLC6A4,Slc6a4,slc6a4b,slc6a4a,,slc6a4a,Slc6a4,slc6a4a,mod-5,SerT,slc6a4 (3 of 3)
zmat5,XM_015941774.1,XP_015797260.1,ZMAT5,Zmat5,ZMAT5,Zmat5,zmat5,zmat5,zmat5,zmat5,Zmat5,zmat5,,CG31922,zmat5
LOC107375545,XM_015944123.1,XP_015799609.1,ABHD12,Abhd12,ABHD12,Abhd12,si:ch211-117n7.7,ABHD12B_1_many,si:ch211-117n7.7,si:ch211-117n7.7,Abhd12,ABHD12B,Y97E10AL.2,CG15111,abhd12 (1 of 3)
abhd12b,XM_015969462.1,XP_015824948.1,ABHD12,Abhd12,ABHD12,Abhd12,si:ch211-117n7.7,abhd12,ABHD12B_1_many,ABHD12B_1_many,Abhd12,ABHD12B,Y97E10AL.2,CG15111,abhd12 (2 of 3)
LOC107376141,XM_015945090.1,XP_015800576.1,ABHD12,Abhd12,ABHD12,Abhd12,abhd12,abhd12,,abhd12,Abhd12,abhd12,Y97E10AL.2,CG15111,abhd12 (3 of 3)
slc46a3,XM_015961651.1,XP_015817137.1,SLC46A3,Slc46a3,SLC46A3,Slc46a3,si:dkey-5g14.1,SLC46A3_1_many,si:dkey-5g14.1,si:dkey-5g14.1,Slc46a3,si:dkey-5g14.1,Y4C6B.5,CG15890,slc46a3
LOC107386685,XM_015961234.1,XP_015816720.1,KCNJ6,Kcnj6,KCNJ5,Kcnj6,KCNJ6,KCNJ6,KCNJ6,KCNJ6,Kcnj6,KCNJ6,irk-2,Irk1,kcnj6
LOC107396261,XM_015975870.1,XP_015831356.1,CNDP2,Cndp1,CNDP1,Cndp1,zgc:114181,CNDP1,zgc:114181,zgc:114181,Cndp1,zgc:114181,Y71H2AM.11,CG17337,cndp2 (1 of 2)
cndp2,XM_015973617.1,XP_015829103.1,CNDP2,Cndp2,CNDP2,Cndp2,cndp2,cndp2,cndp2,cndp2,Cndp2,cndp2,Y71H2AM.11,CG17337,cndp2 (2 of 2)
LOC107390540,XM_015967334.1,XP_015822820.1,DEDD,Dedd,DEDD,Dedd,dedd,dedd,,dedd,Dedd,dedd,,,dedd
pla2g4c,XM_015968897.1,XP_015824383.1,PLA2G4C,Pla2g4c,ENSGALG00000020458,Pla2g4cl1,PLA2G4C_1_many,PLA2G4C_1_many,,zgc:101699,Pla2g4cl1,PLA2G4C_1_many,,,pla2g4c
athl1,XM_015964304.1,XP_015819790.1,ATHL1,Athl1,ATHL1,Athl1,,athl1,,athl1,Athl1,athl1,,CG16965,athl1
psmd6,XM_015959316.1,XP_015814802.1,PSMD6,Psmd6,PSMD6,Psmd6,psmd6,psmd6,psmd6,psmd6,Psmd6,psmd6,rpn-7,Rpn7,psmd6
ptcd2,XM_015943034.1,XP_015798520.1,PTCD2,Ptcd2,,Ptcd2,ptcd2,ptcd2,ptcd2,ptcd2,Ptcd2,ptcd2,,,ptcd2
trps1,XM_015973708.1,XP_015829194.1,TRPS1,Trps1,TRPS1,Trps1,trps1,trps1,,trps1,Trps1,trps1,elt-6,srp,trps1
LOC107388884,XM_015964671.1,XP_015820157.1,PDP2,Pdp1,PDP2,Pdp1,pdp2,pdp2,pdp2,pdp2,Pdp1,pdp2,pdp-1,Pdp,pdp2
btc,XM_015975176.1,XP_015830662.1,BTC,Btc,BTC,Btc,btc,btc,btc,egf,Btc,btc,,pwn,btc
LOC107388185,XM_015963633.1,XP_015819119.1,STOX2,Stox2,STOX2,Stox2,stox2a,stox2a,stox2b,stox2b,Stox2,stox2b,ham-1,ko,stox2 (1 of 2)
stox2,XM_015963842.1,XP_015819328.1,STOX2,Stox2,STOX2,Stox2,stox2a,stox2a,,stox2a,Stox2,stox2a,ham-1,ko,stox2 (2 of 2)
LOC107382478,XM_015954624.1,XP_015810110.1,,,,,,,,,,,,,LOC107382478
LOC107374426,XM_015942574.1,XP_015798060.1,ZC3H4,Zc3h4,ZC3H6,Zc3h4,zc3h4,zc3h4,ZC3H8,zc3h4,Zc3h4,zc3h4,,,zc3h4 (1 of 2)
LOC107382998,XM_015955393.1,XP_015810879.1,ZC3H4,Zc3h4,ZC3H6,Zc3h4,zc3h4,zc3h4,,zc3h4,Zc3h4,zc3h4,T26A8.4,su(s),zc3h4 (2 of 2)
LOC107388592,XM_015964156.1,XP_015819642.1,FLNC,Flnc,FLNB,Flnc,flncb,flnca,flnca,flnca,Flnc,flnca,fln-1,cher,flnc (1 of 2)
flnc,XM_015963079.1,XP_015818565.1,FLNC,Flnc,FLNB,Flnc,flncb,flncb,flnca,flncb,Flnc,flncb,fln-1,cher,flnc (2 of 2)
LOC107396226,XM_015975830.1,XP_015831316.1,BNIP3L,Bnip3l,BNIP3L,Bnip3l,bnip3lb,bnip3lb,bnip3lb,bnip3lb,Bnip3l,bnip3lb,dct-1,,bnip3l (1 of 2)
LOC107393701,XM_015972250.1,XP_015827736.1,BNIP3L,Bnip3l,BNIP3L,Bnip3l,bnip3lb,bnip3la,bnip3la,bnip3la,Bnip3l,bnip3la,,,bnip3l (2 of 2)
camsap3,XM_015948483.1,XP_015803969.1,CAMSAP3,Camsap3,CAMSAP2,Camsap2,CAMSAP3,CAMSAP3_1_many,,CAMSAP3_1_many,Camsap2,CAMSAP3_1_many,ptrn-1,Patronin,camsap3 (1 of 2)
LOC107389772,XM_015966113.1,XP_015821599.1,CAMSAP3,Camsap3,CAMSAP2,Camsap3,CAMSAP3,CAMSAP3_1_many,,CAMSAP3_1_many,Camsap3,CAMSAP3_1_many,ptrn-1,Patronin,camsap3 (2 of 2)
LOC107374027,XM_015942168.1,XP_015797654.1,ISL1,Isl1,ISL1,Isl1,isl1,isl1,,isl1,Isl1,isl1,lim-7,tup,isl1
LOC107377638,XM_015947385.1,XP_015802871.1,MYCN,Mycn,MYCN,Mycn,mycn,mycn,mycn,mycn,Mycn,mycn,mxl-3,Max,mycn (1 of 2)
LOC107385060,XM_015958661.1,XP_015814147.1,MYCN,Mycn,MYC,Mycn,myca,mych,,mycn,Mycn,mycn,mdl-1,Max,mycn (2 of 2)
LOC107372500,XM_015940731.1,XP_015796217.1,,Mex3d,,Khdc3,,,,,Khdc3,,,,LOC107372500
boll,XM_015952351.1,XP_015807837.1,BOLL,Boll,DAZL,LOC100911373,BOLL,dazl,dazl,BOLL,LOC100911373,dazl,daz-1,bol,boll
srek1ip1,XM_015970731.1,XP_015826217.1,SREK1IP1,Srek1ip1,SREK1IP1,LOC100362980,srek1ip1,srek1ip1,srek1ip1,srek1ip1,LOC100362980,srek1ip1,C13F10.7,CG3918,srek1ip1
LOC107380412,XM_015951654.1,XP_015807140.1,LRFN1,Lrfn1,LRFN3,Lrfn1,zgc:172282,LRFN3_1_many,,zgc:172282,Lrfn1,zgc:172282,pan-1,kek5,lrfn1 (1 of 3)
LOC107379846,XM_015950797.1,XP_015806283.1,LRFN1,Lrfn1,LRFN3,Lrfn1,LRFN3_1_many,LRFN3_1_many,,LRFN3_1_many,Lrfn1,LRFN3_1_many,sma-10,Pxn,lrfn1 (2 of 3)
lrfn1,XM_015951179.1,XP_015806665.1,LRFN1,Lrfn1,LRFN3,Lrfn1,lrfn1,lrfn1,,lrfn1,Lrfn1,lrfn1,sma-10,Pxn,lrfn1 (3 of 3)
csgr10h3orf18,XM_015958969.1,XP_015814455.1,C3orf18,6430571L13Rik,C3orf18,RGD1307461,si:dkey-226k3.4,si:ch211-161c3.5,si:ch211-161c3.5,si:ch211-161c3.5,RGD1307461,si:ch211-161c3.5,,,c3orf18 (1 of 3)
LOC107388608,XM_015964196.1,XP_015819682.1,C3orf18,6430571L13Rik,C3orf18,RGD1307461,si:dkey-226k3.4,si:ch211-161c3.5,si:ch211-161c3.5,si:dkey-226k3.4,RGD1307461,si:ch211-161c3.5,,,c3orf18 (2 of 3)
LOC107391252,XM_015968447.1,XP_015823933.1,C3orf18,AI413582,ENSGALG00000025773,RGD1307461,si:dkey-226k3.4,si:dkey-226k3.4,,si:dkey-226k3.4,RGD1307461,si:ch211-161c3.5,,,c3orf18 (3 of 3)
LOC107385269,XM_015959042.1,XP_015814528.1,,,,,,si:ch211-222l21.1,ENSORLG00000004210,ENSGACG00000007536,,ENSTRUG00000015022,,,LOC107385269
LOC107378622,XM_015948929.1,XP_015804415.1,PRSS1,2210010C04Rik,ENSGALG00000027291,Prss3,try,try,try,try_1_many,Prss3,try_1_many,svh-1,CG31954,prss1 (1 of 10)
LOC107372514,XM_015940740.1,XP_015796226.1,PRSS1,2210010C04Rik,ENSGALG00000026354,Prss3,try,try,try,try_1_many,Prss3,try_1_many,try-1,Try29F,prss1 (2 of 10)
LOC107374124,XM_015942278.1,XP_015797764.1,PRSS1,2210010C04Rik,ENSGALG00000026354,Prss3,try,try,ENSORLG00000006286,try_1_many,Prss3,ENSTRUG00000014981,svh-1,CG4386,prss1 (3 of 10)
LOC107378643,XM_015948957.1,XP_015804443.1,PRSS1,2210010C04Rik,ENSGALG00000026354,Prss3,try,try,try,try_1_many,Prss3,try_1_many,try-1,Try29F,prss1 (4 of 10)
LOC107379678,XM_015950539.1,XP_015806025.1,PRSS1,Prss2,ENSGALG00000026354,Prss1,try,prss59.2,,ENSGACG00000003380,Prss1,ENSTRUG00000003668,try-1,CG31954,prss1 (5 of 10)
LOC107390420,XM_015967106.1,XP_015822592.1,PRSS1,2210010C04Rik,ENSGALG00000026354,Prss3,si:dkey-33m11.7,AL954146.2,,ENSGACG00000011309,Prss3,ENSTRUG00000007331,svh-1,Try29F,prss1 (6 of 10)
LOC107379681,XM_015950543.1,XP_015806029.1,PRSS1,Prss2,ENSGALG00000026354,LOC102554637,try,prss59.1,,ENSGACG00000003380,LOC102554637,ENSTRUG00000002455,try-1,CG31954,prss1 (7 of 10)
LOC107378644,XM_015948958.1,XP_015804444.1,PRSS1,2210010C04Rik,ENSGALG00000026354,Prss3,try,try,,try_1_many,Prss3,try_1_many,try-1,Try29F,prss1 (8 of 10)
LOC107379680,XM_015950541.1,XP_015806027.1,PRSS1,Try4,ENSGALG00000026354,Prss3,try,prss59.2,,ENSGACG00000003292,Prss3,prss59.1,try-1,CG31954,prss1 (9 of 10)
LOC107379679,XM_015950540.1,XP_015806026.1,PRSS1,Try4,ENSGALG00000026354,Prss3,try,prss59.2,,ENSGACG00000003292,Prss3,prss59.1,try-1,CG31954,prss1 (10 of 10)
LOC107381444,XM_015953125.1,XP_015808611.1,ALX4,Alx4,Alx-4,Alx4,alx4a,alx4a,alx4a,alx4b,Alx4,alx4b,alr-1,al,alx4 (1 of 3)
LOC107389359,XM_015965465.1,XP_015820951.1,ALX4,Isx,ARX,Isx,alx1,ARX_1_many,,alx1,Isx,ISX,ceh-17,CG34340,alx4 (2 of 3)
LOC107388616,XM_015964203.1,XP_015819689.1,ALX4,Alx4,Alx-4,Alx4,alx4a,alx4a,,alx4a,Alx4,alx4a,alr-1,Pph13,alx4 (3 of 3)
sox5,XM_015956333.1,XP_015811819.1,SOX5,Sox5,SOX5,Sox5,sox5,sox5,sox5,sox5,Sox5,sox5,egl-13,Sox102F,sox5
rtca,XM_015975122.1,XP_015830608.1,RTCA,Rtca,RTCA,Rtcd1,rtca,rtca,,rtca,Rtcd1,rtca_1_many,ZK1127.5,CG4061,rtca
pdlim7,XM_015970652.1,XP_015826138.1,PDLIM7,Pdlim7,PDLIM7,Pdlim7,PDLIM7,PDLIM7,PDLIM7,PDLIM7,Pdlim7,PDLIM7,lin-7,Zasp52,pdlim7 (1 of 2)
LOC107396946,XM_015976796.1,XP_015832282.1,PDLIM7,Pdlim7,PDLIM7,Pdlim7,PDLIM7,PDLIM7,PDLIM7,PDLIM7,Pdlim7,PDLIM7,alp-1,Zasp52,pdlim7 (2 of 2)
LOC107393183,XM_015971390.1,XP_015826876.1,CDC34,Cdc34,ENSGALG00000009227,Cdc34,cdc34a,cdc34a,cdc34b,cdc34a,Cdc34,cdc34a,ubc-3,CG7656,cdc34 (1 of 2)
LOC107384138,XM_015957219.1,XP_015812705.1,CDC34,Cdc34,CDC34,Cdc34,cdc34a,cdc34a,cdc34b,cdc34b,Cdc34,cdc34b,ubc-3,CG7656,cdc34 (2 of 2)
rbm18,XM_015940786.1,XP_015796272.1,RBM18,Rbm18,RBM18,Rbm18,rbm18,rbm18,rbm18,rbm18,Rbm18,rbm18,tiar-1,CG14414,rbm18
nid1,XM_015943952.1,XP_015799438.1,NID1,Nid1,NID1,Nid1,nid1a,nid1a,nid1a,nid1b_1_many,Nid1,nid1a,nid-1,Ndg,nid1
snx5,XM_015944159.1,XP_015799645.1,SNX5,Snx5,SNX5,Snx5,snx5,snx5,snx5,snx5,Snx5,snx5,snx-6,Snx6,snx5 (1 of 2)
LOC107385632,XM_015959631.1,XP_015815117.1,SNX5,Snx5,SNX6,Snx5,si:dkey-28n18.9,si:dkey-28n18.9,,si:dkey-28n18.9,Snx5,snx5,snx-6,Snx6,snx5 (2 of 2)
atf2,XM_015966465.1,XP_015821951.1,ATF2,Atf2,ATF2,Atf2,atf2,atf2,,atf2,Atf2,atf2,fos-1,Atf-2,atf2
ushbp1,XM_015970912.1,XP_015826398.1,MCC,Mcc,MCC,Mcc,ushbp1,ushbp1,,ushbp1,Mcc,,,CG34404,mcc
LOC107375804,XM_015944556.1,XP_015800042.1,ALMS1,,,,,,,C10orf90,,,,,alms1 (1 of 3)
LOC107387780,XM_015962958.1,XP_015818444.1,ALMS1,D7Ertd443e,ALMS1,LOC100302465,,si:ch211-232h12.2,,ENSGACG00000002637,LOC100302465,,,,alms1 (2 of 3)
LOC107391878,XM_015969359.1,XP_015824845.1,ALMS1,Alms1,ALMS1,Alms1,ENSLOCG00000001848,alms1,,ENSGACG00000004945,Alms1,ENSTRUG00000017630,,CG12179,alms1 (3 of 3)
med24,XM_015963481.1,XP_015818967.1,MED24,Med24,MED24,Med24,med24,med24,,med24,Med24,med24,,MED24,med24
sap18,XM_015952511.1,XP_015807997.1,SAP18,Gm10094,chSAP18,RGD1561590,sap18,sap18,,sap18,RGD1561590,sap18,C16C10.4,Bin1,sap18
kcnq3,XM_015956456.1,XP_015811942.1,KCNQ3,Kcnq3,KCNQ3,Kcnq3,kcnq3,kcnq3,kcnq3,kcnq3,Kcnq3,kcnq2a,kqt-1,KCNQ,kcnq3
LOC107383171,XM_015955646.1,XP_015811132.1,LPCAT2,Lpcat1,LPCAT1,Lpcat1,lpcat1,lpcat1,LPCAT1,lpcat1,Lpcat1,lpcat1,cnb-1,,lpcat2 (1 of 2)
